"","baseMean","lgFC_MoDC_Tumor_vs_MoDC_LN","lfcSE","stat","pvalue","padj"
"Irag1",104.353304217937,-1.11732553551795,0.397159975083708,-2.81328836140261,0.00490376543021617,0.0309473683960522
"Ptgfrn",397.558426118062,0.439519423487737,0.156251387151972,2.8128993380408,0.00490970181060309,0.0309734619545239
"Lpcat3",1490.89078880675,0.399584372295167,0.142086595578767,2.81225945816721,0.00491948032715911,0.031023766069036
"Tmem170b",2297.00986860904,0.466835456076262,0.166090463892931,2.81073003912618,0.00494292401280949,0.0311601784760572
"Cox6b2",126.660195820647,-1.00625925459855,0.358037210479809,-2.8104879189793,0.00494664459933981,0.0311722020921007
"Klhl24",2548.85635784084,-0.427678466262123,0.152227006290238,-2.80947826988534,0.00496218688726926,0.0312586862510245
"Nsf",6402.03685296571,0.39533775644291,0.140743858218205,2.80891657687819,0.00497085255608603,0.031301804502445
"Cd55",563.540016548082,-0.688271151584355,0.245050129951235,-2.80869531357246,0.00497426991041411,0.0313118542767957
"Sh3tc2",155.254531529581,0.861556834587524,0.306830752488455,2.80792204692696,0.00498622950601297,0.0313756484033195
"Eif4a2",16825.4943768828,-0.515007356295323,0.183420344919859,-2.80779842890571,0.00498814383168536,0.0313762095171983
"Jrk",60.7900226650952,-1.01938383390923,0.363075811468751,-2.80763356221808,0.0049906979607557,0.0313807932126376
"Tyk2",7897.49338950701,-0.543223442218265,0.193511539454172,-2.80718888263981,0.00499759287305784,0.031401176564597
"Zfp408",756.827678064784,-0.522986457939328,0.186298666857046,-2.80724745250398,0.00499668423457349,0.031401176564597
"Etf1",14992.8618178466,0.318037604140223,0.113311231583335,2.80676151601372,0.00500422745772674,0.0314313753108442
"Adrb1",85.6838009679464,-0.862944755562541,0.307594043999881,-2.80546640091274,0.00502438192984461,0.0315464389174429
"H2bc27",46.5226417813974,-1.133841725543,0.404277154621438,-2.80461488506499,0.00503767310724746,0.0316183418717382
"Cd300lf",7286.37181496185,0.721872018078901,0.257401819826817,2.80445576711379,0.00504016027649553,0.0316224070486258
"Acacb",70.4995891816274,1.17047919757621,0.417470327141586,2.80374225778025,0.00505132678152748,0.0316693503651491
"Hsp90aa1",30760.9265930795,0.352203737920187,0.125614768399213,2.803840204528,0.00504979258017073,0.0316693503651491
"Tamalin",2230.44507382967,-0.749111050638886,0.267365913590585,-2.80181957594637,0.00508152840101162,0.031847085213923
"Gas5",8590.49715739206,-0.680385270652343,0.242980111592342,-2.80016856603414,0.00510759273796408,0.0319920835625771
"Ighv1-55",20.0446728144565,-2.01227529149062,0.718639354505283,-2.80011841666518,0.0051083863288508,0.0319920835625771
"Wls",3223.54176798884,0.543149132806112,0.193992645790261,2.79984393528685,0.00511273184609875,0.031999187195013
"Zbed5",67.9209070706749,-1.38062347447352,0.493112985171661,-2.79981163747474,0.00511324339623644,0.031999187195013
"E430018J23Rik",102.0269115536,-0.917247342733871,0.327674477892919,-2.799263917752,0.00512192552328159,0.0320288412451432
"Nfxl1",2935.37828926692,0.614483903563572,0.219510267699432,2.79934014022964,0.00512071649238644,0.0320288412451432
"Wbp1l",5281.21270651999,0.308468690902771,0.110200442263274,2.79916018999113,0.00512357125380396,0.0320288412451432
"Nme1",1612.84871721497,0.574881583714512,0.205397608701955,2.79887184348238,0.00512814863137948,0.0320458026615939
"Ascc1",954.475046790262,-0.426540767992275,0.152430776855386,-2.79825883454588,0.00513789216932138,0.032095023358577
"Lilra6",923.588871487401,0.503757411708553,0.1800502614211,2.79787103741198,0.00514406469035139,0.0321199851685925
"Ppp1r13l",265.639223421837,0.81223944426478,0.290316413140396,2.79777307620559,0.00514562498716211,0.0321199851685925
"Sdc4",11597.6588744077,0.574621801905604,0.205457279924761,2.79679455561775,0.00516123406055737,0.0322057258566395
"Igkj1",74.5068834490245,-1.8041524502041,0.64533178343603,-2.79569749470264,0.0051787849224649,0.0323035165464783
"Cx3cl1",400.172114345842,-1.26779115000602,0.453549214835554,-2.79526699316565,0.00518568683882243,0.0323348358528097
"Gm8818",121.86413692522,0.823556177248887,0.294639000524334,2.79513633898874,0.00518778316513305,0.0323361785321981
"Filip1l",3685.31704001864,-0.489772088440138,0.175254542186689,-2.79463278000755,0.00519586985688204,0.0323748454909964
"Mamdc2",131.181817396079,1.11768556997334,0.400044357999515,2.79390409494213,0.00520759203223543,0.0324361284877389
"Igkc",5315.98614869348,-2.1590717197083,0.772865177443753,-2.79359425514476,0.00521258358396495,0.0324554597580375
"Rab7",18083.6126000836,0.407340507093602,0.145827126207667,2.79331094074722,0.005217151591802,0.0324721408452818
"Sgsh",731.099175035111,-0.390085774398743,0.139676139202963,-2.79278749129736,0.00522560092246898,0.0325129589063207
"Nckap5l",1501.67291446561,0.461497902469594,0.165280569733153,2.79220904922271,0.00523495230184059,0.032559218589155
"Sypl",4478.6858643335,0.480002238884159,0.171914822134101,2.79209339209702,0.00523682388453339,0.032559218589155
"Qpct",1708.11605052423,0.832516745970623,0.298267348345849,2.79117627386186,0.00525168625826112,0.0326398186788745
"4930518I15Rik",31.4527613666547,-1.2984091923226,0.46531270883426,-2.79040131006841,0.0052642746372598,0.0326829501970356
"Atosb",2131.61317261535,0.434757938262295,0.155792473139689,2.79062222648251,0.0052606833341856,0.0326829501970356
"Gm47962",34.2326418005446,-1.32887012599133,0.476229612213635,-2.79039793391765,0.00526432953845568,0.0326829501970356
"Atp6v1h",5418.66473340992,0.394266309492439,0.141307032426101,2.79013933505841,0.00526853627506535,0.0326972588825446
"Tmem134",2724.13140383055,-0.4284240136823,0.153583187351983,-2.78952417298408,0.00527855558189936,0.032747617830542
"Cox7a2",3866.2400775724,0.380843441227302,0.136572827181072,2.78857404571679,0.00529406437835692,0.0328319843897308
"Enpp2",426.098415236212,0.618822286331704,0.221992465524962,2.78758238424142,0.00531029501574293,0.0329133670221063
"Trim30d",2780.3497473453,0.438483380457025,0.157301288907323,2.78753838257082,0.00531101623636337,0.0329133670221063
"Dnaja4",80.3790832731344,-1.13653710130366,0.407783090372646,-2.78711189388715,0.00531801129379957,0.0329448404150301
"Shroom1",46.727458145377,-1.181599575952,0.424004172923667,-2.78676402593971,0.00532372301281382,0.0329683437727962
"Ehd4",12643.3499527653,0.529481104379159,0.190040817081909,2.78614411635027,0.00533391517747166,0.0330195663723138
"Gvin2",379.338649513877,0.509805424647271,0.182993397164027,2.78592251167567,0.00533756293607315,0.033030253575966
"Hps5",3625.85638482934,-0.370540667758793,0.133016514531208,-2.78567416282629,0.00534165359836014,0.033033650734763
"Rps19",20499.8932487858,-0.512379459529662,0.183934945175792,-2.78565586892673,0.00534195503709157,0.033033650734763
"Atr",1643.33277623228,-0.432722736157093,0.155374141921811,-2.7850370132686,0.00535216131912817,0.033072970969494
"Gm49553",50.0756268776182,-1.46938500970537,0.527580117045759,-2.78514099040227,0.00535044527917646,0.033072970969494
"Smad3",2138.73969311413,0.395650003696473,0.142074764552326,2.78480140328337,0.00535605166862165,0.033074114293594
"Snn",2520.30375271754,-1.83189760387581,0.65782187464618,-2.78479277518876,0.00535619418261682,0.033074114293594
"A430033K04Rik",86.8088768420843,-0.804753456777684,0.289017405169146,-2.78444634262323,0.00536191918989544,0.0330880786950934
"Ccl12",4344.74723622024,0.913411954865672,0.328043531602323,2.78442300143559,0.00536230511573092,0.0330880786950934
"Gm17096",53.5159912151959,-0.951826833789888,0.341886298441729,-2.78404498258101,0.00536855881580645,0.0331147809840433
"Rgsl1",24.9494265330259,1.62137186566914,0.582474473432586,2.78359299784283,0.00537604480401118,0.0331490624913042
"Esyt3",24.2506131178972,-1.71126590530951,0.615148935548307,-2.78187249691685,0.00540462687037334,0.0333091131859113
"Hal",74.7363726056261,1.05177811603005,0.378092989821959,2.78179745285764,0.00540587666736621,0.0333091131859113
"Noxo1",45.3367639924819,-1.07491946196676,0.386447361529994,-2.7815417285061,0.00541013750565537,0.0333234230955648
"Shpk",192.981763374628,-0.655729962759827,0.235771530396859,-2.78120925650387,0.00541568163457745,0.0333456242765118
"1700009J07Rik",25.4787194277963,-1.7936022968132,0.64497139687495,-2.78090207643883,0.00542080856678738,0.0333532999540593
"P2rx4",6977.62276935834,0.534229350535239,0.192100399435324,2.78099031603056,0.00541933537176829,0.0333532999540593
"Azi2",3427.91497856058,0.315014865340286,0.113300540189759,2.7803474265232,0.0054300769491453,0.033398373106532
"Zfp426",763.133388432644,-0.4705142880952,0.169246580947828,-2.78005195413809,0.00543502022823274,0.0334168214390376
"Cebpe",168.231577516315,0.992018165210424,0.356899779611034,2.77954266682812,0.0054435501867073,0.0334573011296694
"Cycs",3575.61208257099,0.435201848168436,0.156580554928826,2.77941183926866,0.00544574334329024,0.0334588183754476
"Ptprs",5200.46163932545,-0.469108779814466,0.168825939842506,-2.7786534477586,0.00545847252777381,0.033513071866057
"Tjp1",479.149179266782,1.02208839965533,0.367830763143948,2.77869200204807,0.00545782476778835,0.033513071866057
"Copz2",280.949955889861,0.53810699008239,0.19371013022278,2.77789803488094,0.00547117841207947,0.0335553254304755
"Cpa2",23.2048676024929,-2.37523315678923,0.855067588750524,-2.77783088499479,0.00547230914994418,0.0335553254304755
"Mrc1",35403.7153646529,0.929652530622826,0.33467461554391,2.77778023024532,0.00547316226554902,0.0335553254304755
"Tmem43",3526.52850333683,0.333683117900928,0.120123359746579,2.77783703856511,0.00547220552110931,0.0335553254304755
"Tle2",116.17279316967,-1.35579030436911,0.488134242751957,-2.77749476604133,0.00547797223280102,0.0335728415879082
"Cass4",1503.06415896999,0.422389918076213,0.152100514284917,2.77704464092072,0.00548556442814346,0.0335954179138633
"Hmox2",3126.40564878543,0.429075812528434,0.154505473789681,2.77709133536918,0.00548477639834645,0.0335954179138633
"Steap1",38.9898426706058,1.5091246411488,0.543690357687663,2.77570609780017,0.00550819758911278,0.0337220173626915
"Enah",635.248307159074,0.733294172674344,0.264233104175884,2.77517904110241,0.00551713258890552,0.0337645085847375
"Msh6",1796.07693742604,-0.327619971369542,0.118058482387092,-2.77506507575912,0.00551906632093028,0.0337645085847375
"4833419O12Rik",32.9869470139148,-2.49378461277123,0.899558974477025,-2.7722302634144,0.00556736388918076,0.033987586620653
"Cmtm3",5888.05375551483,0.374585712079762,0.135122603266516,2.77219135084993,0.00556802949973077,0.033987586620653
"Hpgd",273.610071455296,-0.767070575494346,0.276684401906712,-2.77236653099431,0.00556503355914672,0.033987586620653
"Ktn1",4192.05820530433,-0.536523047140857,0.193544375604613,-2.77209319808345,0.00556970874989283,0.033987586620653
"Psma4",8024.60434272471,0.415660983656671,0.149932002847997,2.77232996132301,0.00556565885554315,0.033987586620653
"Rpsa",55604.5569861164,-0.49082604983061,0.177045059794241,-2.77232276574698,0.00556578189850655,0.033987586620653
"Tmbim6",38090.8102687002,0.387284859234159,0.139713279093334,2.77199749191655,0.0055713465823396,0.033987586620653
"Trbc2",677.47363699425,-0.801218477408522,0.289028604986353,-2.77210789377181,0.00556945729909143,0.033987586620653
"Eya2",40.4972806091106,-1.40852766587486,0.508286148457994,-2.77113132070973,0.00558618926234036,0.0340660445579614
"Fam120b",1479.43348607765,-0.394953255896379,0.142543550488371,-2.77075500465101,0.00559264891180165,0.0340933430648164
"Frrs1",2114.27534755162,0.572977968575241,0.20686858983038,2.76976784655925,0.00560962600431059,0.034184714867105
"Igkv12-44",105.664514654937,-1.85478308580153,0.670098028995433,-2.76792798298794,0.00564139201595211,0.0343661127378571
"Ptpn14",628.892318541205,0.648325988829455,0.234242481718248,2.76775580617898,0.00564437300811835,0.0343720922361185
"Ces2c",11.0272648856207,-2.39670577351524,0.866045814860789,-2.76741222275925,0.00565032590502376,0.0343801270428992
"Dhcr24",1486.94746729709,0.331695476786734,0.119851445120666,2.76755508832443,0.00564784994094819,0.0343801270428992
"Gnaq",4090.23288797751,0.430911251400329,0.155720018425767,2.76721808638719,0.00565369199873632,0.0343801270428992
"Klf15",46.1821922535016,1.4328425662154,0.51778518922229,2.76725289954222,0.00565308824697424,0.0343801270428992
"Gm47507",33.5055014737408,1.5003547700587,0.54255606691695,2.76534511646769,0.00568626009974805,0.0345659467378956
"Bambi-ps1",256.014801743632,0.629614781371823,0.22773109760611,2.76472905101798,0.00569700946732314,0.034619049046572
"Entpd3",48.7865759854804,-1.05552785801312,0.381837072679703,-2.76434095465248,0.00570379054115421,0.0346480081954
"Rab7b",9381.83893576713,0.616818473323874,0.223174037717543,2.76384511223721,0.00571246481600544,0.0346884431833096
"Abca9",1858.29760127014,0.563634928717146,0.203942410830094,2.76369650835752,0.00571506681071733,0.0346919892454243
"Dpt",206.112703769031,1.05767489840912,0.382722969440664,2.76355218489988,0.00571759488005208,0.0346950842156637
"Sh3bp2",4753.91523549176,0.496325670820929,0.179609800116775,2.76335517604406,0.00572104745121191,0.0347037850154495
"Arhgef1",14693.358395579,-0.338292641231816,0.122446279433524,-2.76278415968917,0.00573106511180366,0.0347522893604997
"Prelid1",10903.0125390335,0.485887988156593,0.175893889091405,2.76239265995248,0.00573794254961577,0.0347817243901427
"Cav2",1167.62289838412,0.622345496771595,0.225354058949334,2.7616342908273,0.00575128592221051,0.0348503194531974
"Tle4",2132.67459202491,0.378191573920907,0.136999604280027,2.76053041107977,0.00577075850384004,0.034955993460012
"Gsdmc",231.327494798032,0.79166595158575,0.286805661554103,2.76028704348436,0.00577505952955009,0.0349697246821048
"Adamts6",223.645692925777,-0.745372336787598,0.270082495886218,-2.75979505573591,0.00578376323832678,0.0349854587720182
"Bcap31",5611.99831672493,0.35910508252251,0.130114005818155,2.75992642194407,0.00578143809447581,0.0349854587720182
"Raet1d",104.780225291483,1.10795902269415,0.401452463417736,2.75987600938258,0.00578233028254201,0.0349854587720182
"Dag1",2897.23890740796,0.459508955478549,0.166531524322926,2.75929111528158,0.00579269066165234,0.0350083706417048
"Fam114a1",912.741859053578,0.571548955188557,0.207125146667314,2.75943778138433,0.00579009115632733,0.0350083706417048
"Pafah1b1",11055.4363187686,0.296712411075355,0.107534247055499,2.75923642188353,0.00579366031502823,0.0350083706417048
"Inppl1",4628.34388184466,0.335800075069002,0.121705592224937,2.7591178756057,0.00579576251162529,0.0350087678627373
"Ip6k3",191.682571194597,-0.853198951936839,0.309287504620582,-2.75859496161508,0.00580504362346639,0.0350525131475275
"Dtnb",397.297042762762,-0.493933328661862,0.179080313765637,-2.75816653587214,0.00581265766374531,0.0350531730205021
"Gm19705",56.2580161138029,1.00514675047996,0.364391389026557,2.75842618884361,0.00580804200190211,0.0350531730205021
"Igkv4-68",24.6396554781631,-2.73952983964825,0.993218563215223,-2.75823463345259,0.00581144682281828,0.0350531730205021
"Rab5c",19135.0639021277,0.479534020623522,0.173862014109741,2.75812990594278,0.00581330907343677,0.0350531730205021
"Mgat5",3620.58503329059,0.530742301088059,0.19244650071059,2.75786932538832,0.00581794501708252,0.0350623812319021
"Slc16a6",2324.57921083256,0.723053030833281,0.262183315810693,2.75781480830518,0.00581891534259884,0.0350623812319021
"Supt3",511.165618007305,-0.392330560975284,0.142271246067064,-2.75762370697411,0.00582231782309025,0.0350705906435685
"Creb3l1",282.6644631428,0.598665252011105,0.217341235423941,2.75449456631349,0.00587828660405499,0.0353953152400383
"Ttf1",884.087176119031,-0.429199393952316,0.15582858279312,-2.75430467414394,0.00588169863058683,0.0354034597893621
"Cd209g",343.776489912023,0.869580947473416,0.315767206803767,2.75386718043149,0.00588956641411021,0.035438409599219
"Rasa2",1857.37168739157,-0.723085691379202,0.262590057867858,-2.75366743604237,0.00589316172317802,0.0354476358233567
"Bahcc1",1162.72120208097,-1.00845693923489,0.366243936179803,-2.75351163422349,0.00589596745891061,0.0354521079349886
"Tnnt1",122.218490907765,0.761393413379069,0.276572324790292,2.75296313163795,0.0059058546756073,0.0354991425623654
"Plekha1",4647.75933723092,-0.333922856966898,0.121311702467439,-2.75260218243599,0.00591236923603991,0.0355258789013499
"Morc4",62.1312439424437,1.25267133913002,0.455234180908273,2.751707564293,0.00592854360157299,0.0356106195159473
