"","baseMean","lgFC_Treatment_48H_Wash_vs_Treatment_6H","lfcSE","stat","pvalue","padj"
"Syde2",2.88462124277178,2.72409051056575,1.03527020419357,2.63128456661002,0.00850627780534607,0.0307183572507631
"Pomt1",48.98872077962,0.860694870787401,0.327118024058674,2.63114474741698,0.00850977833216254,0.0307229178281861
"Pycrl",38.239542112598,0.791495638894525,0.300863271373944,2.63074862970153,0.00851970256845122,0.0307506614786633
"Dnajc12",61.3538988592586,0.698577686402796,0.265697338601422,2.62922349948995,0.00855800950308989,0.0308808069585872
"Eola1",50.5508216046152,0.817368297260855,0.310913582690001,2.62892437888704,0.00856554059942474,0.0308998613846825
"Mrpl27",262.148364345723,-0.474215663534443,0.180468987870131,-2.62768506174423,0.00859680662270241,0.0310045061543746
"Kctd12",185.911481495137,0.893685983468091,0.340139348964639,2.62741134240543,0.00860372587115869,0.0310213120302019
"Rttn",2.46348502174273,2.98718567905707,1.13711040174011,2.6269970571774,0.00861420790185712,0.0310509515601203
"H2-K2",66.4315233049927,-0.902576722519159,0.343811597140057,-2.62520732292657,0.00865962213233601,0.0312064598102293
"Pgs1",234.638693894973,-0.866684490272651,0.330513265341115,-2.62223814036077,0.00873543683845837,0.0314674955350047
"Tdg",5.38490210449833,-1.89848193086415,0.724005930425155,-2.62219113281201,0.00873664187759926,0.0314674955350047
"Zfp661",6.35092838924492,1.45565805925149,0.555174998916032,2.62198056845794,0.00874204152081694,0.0314786860951525
"Gmfb",105.65811595747,-0.587261716530236,0.224042775867834,-2.62120353693827,0.00876199327892381,0.0315339889173326
"Iglc3",11.2641163441228,-1.91345525935768,0.729988695986603,-2.62121217750034,0.00876177119257919,0.0315339889173326
"Atpaf2",54.6204061551725,0.659790226275542,0.251784622366616,2.6204548160008,0.00878125659050127,0.0315950348499954
"6330418K02Rik",6.93493619273522,1.71499449264635,0.65459680026817,2.61992495524538,0.00879491185935849,0.0316275903166559
"Tanc2",64.7129497335603,0.768877194179057,0.293470670827046,2.61994560482736,0.00879437933503902,0.0316275903166559
"Ppm1a",203.042328243067,-0.374343787905232,0.142943443122265,-2.61882447860893,0.00882333335251059,0.0317214891149438
"Gm43775",26.5881475257674,-0.847050483951597,0.323501300738997,-2.61838354905103,0.00883474403907496,0.0317541978158375
"Ophn1",6.61147860439628,1.7514304418027,0.668989088017209,2.61802542548742,0.00884402151377239,0.0317792241256464
"Tgtp2",1.49284801558474,-3.32257432292356,1.26937611603054,-2.61748608703429,0.00885800992783885,0.0318210893163333
"Vma21",104.297420105359,-0.435048061034391,0.166213977748394,-2.61739756744732,0.00886030768072413,0.0318210893163333
"Nt5m",68.0118551730202,0.572471708943433,0.21874275295591,2.61710022941341,0.00886802975042169,0.0318404938476176
"Eme2",14.2566883701081,-0.989813616117906,0.378349493103284,-2.61613570035285,0.0088931206207741,0.0319222342805826
"Eea1",379.71370592183,-0.523969811710594,0.200311650857147,-2.61577301903555,0.00890257165907209,0.0319478068162728
"Prss2",2.23077632705024,-4.16860131150029,1.59409013630795,-2.6150348820018,0.00892183433546068,0.0320085668737588
"Rbm12b2",25.7090136602967,-0.832250782622472,0.318307011947908,-2.61461655377756,0.00893276769115893,0.0320394201670878
"Akr1b10",129.872552128593,0.607795570302665,0.232487632132118,2.61431356467713,0.00894069403384394,0.032059474819712
"Rfng",61.1225853291014,0.873092514353139,0.33403345699821,2.6137876193576,0.0089544679368855,0.032100481664083
"Mrgbp",58.6152177329769,-0.494715664313066,0.189283272285891,-2.61362590755433,0.00895870679063168,0.0321072942405046
"Art3",19.6628375780479,-2.66668606257914,1.0204285941097,-2.61330001724008,0.00896725460149355,0.0321127818671118
"Fip1l1",175.5870573006,-0.490793715105122,0.187799834389315,-2.6133873690628,0.00896496272726522,0.0321127818671118
"Fundc1",52.5084177259804,0.563378212856021,0.215566742538266,2.61347463074465,0.00896267374041755,0.0321127818671118
"2010016I18Rik",2.74767272563989,-1.76478768977233,0.675390160369881,-2.61298993282022,0.00897539459940141,0.0321255792714472
"Gm9920",2.38243394626755,3.38458922794556,1.29531590086359,2.61294501649293,0.00897657424081017,0.0321255792714472
"Ube2l6",128.530889744727,-1.91359278596534,0.732364545867686,-2.61289653733602,0.00897784760848819,0.0321255792714472
"Zfp438",12.6095695865642,0.947733739828675,0.362737406951897,2.61272678710623,0.00898230758894149,0.0321331639385531
"Wdr33",114.118229968767,-0.512186848025349,0.196049120522889,-2.61254346185935,0.00898712645859744,0.0321420282043613
"Dop1b",192.179639417167,0.579814812968326,0.221990146384632,2.61189436743605,0.00900420705519124,0.0321947299134833
"Pramel51",1.39164198090133,-5.55114665730531,2.12543743449278,-2.61176667316489,0.0090075706766825,0.0321983716195914
"Per2",14.4254161575525,1.25036853013454,0.478768457436201,2.61163514578686,0.00901103643985135,0.0322023764495468
"Tcf3",74.3717454808524,0.576160951555369,0.220705450649183,2.61054246671593,0.00903987474036451,0.0322970284114506
"Fth-ps3",243.087236283088,1.6647484815565,0.63805538876394,2.60909712678942,0.00907814715084253,0.032425327882692
"Taf6",80.8352232763407,0.45884345583683,0.175871854752916,2.60896467192811,0.00908166176395872,0.0324294449984794
"Dennd11",11.8402405044731,1.70320749347143,0.652901941616639,2.60867273461332,0.009089412441456,0.0324402476790203
"Gm47507",16.1157552432244,1.5963803423581,0.6119357064888,2.60873867210315,0.00908766134332516,0.0324402476790203
"Hrc",4.69306795581189,-2.12952256530501,0.816418893335313,-2.60837002020529,0.00909745547722074,0.0324605155151353
"Frmd4b",42.516354279147,1.70817017597966,0.654991581557302,2.60792691704271,0.00910924005953015,0.0324783500394014
"Psen1",226.915397436112,-0.558933234321147,0.214322381986863,-2.60790883872973,0.00910972115182838,0.0324783500394014
"Rtn3",525.377084618211,0.518626601728645,0.1988708160452,2.60785675868484,0.0091111072104035,0.0324783500394014
"Zyg11b",39.5671692616455,0.878091770929956,0.336714045882107,2.60782637869939,0.00911191583042784,0.0324783500394014
"Nes",26.6259334357128,-2.07882873720524,0.797440601096131,-2.6068759658685,0.00913724521701341,0.0325601808537748
"Ppm1d",28.2524473831368,0.79132253471431,0.303571077197039,2.60671254330559,0.00914160690775858,0.0325672711062598
"Atp6v0d2",501.699172105205,1.42502004647567,0.546699553643913,2.60658717750453,0.00914495413654616,0.032570744564145
"Pld1",22.5726717225623,0.928554822061979,0.356247894234186,2.60648508269238,0.00914768084520819,0.0325720067439597
"Dnttip1",175.211719438613,-0.372968550391616,0.143101887386219,-2.60631468392172,0.00915223340596557,0.0325767213854672
"Fbxo30",7.11888431950045,-1.59459214433904,0.611832055625299,-2.60625792597505,0.00915375026257336,0.0325767213854672
"Fam110b",9.28358459398988,2.03258434297259,0.779931296893426,2.60610691104287,0.00915778723081142,0.0325826428295001
"Zeb2os",57.0213319198532,-0.832027455582526,0.31932908557044,-2.60554861169698,0.00917272562727657,0.032627337529147
"Ccdc180",7.67335289310472,2.07473942804511,0.796361831949335,2.60527230814988,0.00918012671443817,0.032636752923158
"Tmem158",36.7831200193433,1.44425126571392,0.55435010736004,2.60530528728824,0.00917924305277308,0.032636752923158
"Gm5822",3.47360115152295,-2.09972667945361,0.806105401460416,-2.60477931998663,0.0091933451716176,0.032675285841654
"Calm2",1286.72768538041,0.546313505855815,0.20975534114962,2.60452726906307,0.00920010995617871,0.0326908668991547
"Klrb1a",36.9838831776612,1.70253767921383,0.653760153855833,2.60422368841598,0.00920826364263722,0.0327095572051891
"Rptoros",37.2040365545485,1.24724001324173,0.478942483273894,2.60415406191577,0.00921013460708385,0.0327095572051891
"Cr2",2.64276206729976,-3.62383085348994,1.39191329352168,-2.60348893164264,0.00922802472486742,0.0327646184309361
"Myg1",71.0866544779296,0.534245613258066,0.205278506980027,2.6025404272355,0.00925359044991225,0.0328468968141921
"Rad51b",1.92087130403873,3.47829205401338,1.3366359303724,2.6022733453262,0.00926080069722022,0.0328624507063584
"Tgif1",379.290268680815,-0.805240405649762,0.309445910765107,-2.60220082940763,0.00926275923041565,0.0328624507063584
"Rtl5",33.1416887275704,1.44687933630939,0.556060123853247,2.6020195914844,0.00926765577878585,0.0328660701624628
"Vpreb3",4.50818050265079,-2.04995404436561,0.787842110364982,-2.60198587686045,0.00926856690961806,0.0328660701624628
"Agtpbp1",59.4218475738468,0.552588811517014,0.212438856487797,2.60116638101352,0.00929073821631575,0.0329276808750685
"Trbc1",6.6532645528232,-1.91922312852436,0.737815992545987,-2.60122191429016,0.00928923428046619,0.0329276808750685
"Sort1",224.690481154282,1.210311956929,0.465429294765382,2.60042066655711,0.00931095449317312,0.0329908142429076
"Gm44291",2.82270738421952,-2.53009036899098,0.973271601549068,-2.59957278622335,0.00933398815816906,0.0330638951010478
"Pygb",75.3877525934961,0.694409968447143,0.267172806107636,2.59910422233386,0.0093467390451052,0.0331005228499599
"Sfxn2",30.6844427280973,-0.720235692696651,0.277145245853215,-2.59876618297869,0.00935594765500473,0.0331245903308961
"Cpd",87.4171987564931,-1.17486488243202,0.452140024745621,-2.59845361642781,0.00936446955546497,0.0331376719063232
"Dnal1",9.80576492704086,1.46374280009119,0.563301203293575,2.59850820756784,0.00936298066867174,0.0331376719063232
"Psmc2",588.010383640438,-0.573509139557107,0.220753247017764,-2.59796468366762,0.00937781384157158,0.0331763421913882
"Prelid2",46.3890811772123,0.910592609162668,0.350538857566432,2.59769377775786,0.00938521489150553,0.0331939722978802
"Rragd",7.41254707664367,1.3616030847479,0.524387540814287,2.59655880197603,0.00941627868873954,0.0332948629789857
"Setd4",48.7874615656877,-0.74320886912341,0.286237695829367,-2.5964744684308,0.00941859051787184,0.0332948629789857
"G430095P16Rik",1.6198119634394,3.31923082867794,1.27840736710213,2.59637961583554,0.00942119130987352,0.033295484346091
"Trim10",1.38596488271171,-3.86243980518214,1.48769279678032,-2.59626168355541,0.00942442582410097,0.0332983444582878
"Rwdd4a",74.9759017550681,-0.666022297188938,0.256545787163902,-2.59611473083138,0.00942845766463039,0.0333040194842746
"Elk1",28.4363685840898,0.857100446853005,0.330160765116842,2.59600939121183,0.00943134874175482,0.0333056631235323
"Mmut",24.5545924494647,0.945374181937175,0.364196869590433,2.59577789067852,0.00943770512116321,0.0333138662414106
"Slc25a24",118.672180271368,0.656306694563736,0.252839134822077,2.59574806339051,0.00943852437575289,0.0333138662414106
"Selenos",402.376919144417,-0.754628831432893,0.290757453504794,-2.59538946409314,0.00944837885084642,0.0333400775178929
"Nsmaf",37.5403285448887,-0.654980560403228,0.25244123057231,-2.59458630794312,0.00947048325541744,0.0334094900043375
"Pnliprp1",1.37086329014783,-5.2077393452952,2.00726605636408,-2.59444398453506,0.00947440507693902,0.0334147397139411
"Atp6v1g1",672.802316160785,-0.451335469373431,0.173997757708588,-2.59391543498697,0.00948898231221212,0.0334403817111582
"Macroh2a2",3.38833860465457,3.02861054151581,1.16756904022585,2.59394557167254,0.00948815061419249,0.0334403817111582
"Nxf1",173.628764922575,-0.381712842199397,0.147151770034749,-2.59400782001643,0.00948643291961519,0.0334403817111582
"Mrpl58",88.0873288751436,0.468443947943176,0.180645625533687,2.59316519046192,0.00950970817419461,0.0334962270989461
"Schip1",1.48419357637955,-3.57275278612557,1.37771650948648,-2.59324234087697,0.00950757499654517,0.0334962270989461
"Dguok",82.1209662342636,0.596896123030112,0.230213256112387,2.59279649273853,0.00951990841152653,0.0335175196091171
"Hint2",66.8203564880932,0.796446956686624,0.307181725768657,2.59275500420373,0.00952105682652087,0.0335175196091171
"Ncf1",1584.05003309329,0.282385094322802,0.108916207172059,2.59268204112826,0.00952307676585329,0.0335175196091171
"Mvk",38.806154335102,0.615078042188451,0.237261432867375,2.59240633741038,0.00953071290999268,0.0335357991425422
"Ccdc115",179.601746070838,0.503742312179062,0.194375113056161,2.59159881251627,0.00955311029052861,0.0335801854298407
"Mob2",93.1124230649385,0.576903698038815,0.222602488705269,2.59163184290653,0.00955219324513103,0.0335801854298407
"Pbx1",42.0790366232118,0.808525628914024,0.311968938640502,2.59168631478959,0.00955068107631994,0.0335801854298407
"Zfp469",10.3911729295799,1.36872117048841,0.528122775131899,2.59167230602121,0.00955106994688445,0.0335801854298407
"Casz1",38.8208170436771,0.804924625137542,0.310643743132855,2.59115029010352,0.00956557069925128,0.0336153789866189
"St6galnac4",109.047090842335,-0.873350042249384,0.33719695143663,-2.59002947247438,0.00959677152946102,0.0337163953683469
"Gfus",159.683553564859,-0.417681304501538,0.161279866724565,-2.58979197456094,0.00960339453132401,0.033731032723223
"Mast4",14.885803393115,1.25747131989829,0.485625193173748,2.58938650130615,0.00961471120733551,0.0337621444697485
"Cbx6",5.66935579255338,2.75173796207996,1.06279420370018,2.58915409257937,0.00962120304666157,0.0337763021811975
"Ppp4r3a",98.9603075745677,-0.514222102647005,0.198658150592835,-2.5884772465286,0.0096401315579402,0.033829053657123
"Tjp3",9.57587318777043,1.40316253128695,0.542087976198493,2.58844060908143,0.00964115709834831,0.033829053657123
"Scrn2",4.60226672623225,1.9449497223927,0.751663786067001,2.58752617652294,0.00966678504810812,0.0339103113721319
"Arpin",16.4420343137097,1.01292947055557,0.391506547857098,2.58726061185902,0.00967423915202627,0.0339277914578086
"Oga",158.157451653762,-0.551677635406999,0.21339404401033,-2.58525320125754,0.00973075087606392,0.0341085548961853
"Slc5a6",9.67077654576009,1.28198466953168,0.495869266086195,2.58532794268567,0.00972864152676713,0.0341085548961853
"Unc5b",9.8981649662813,-1.79720751227706,0.695411083984277,-2.58438145963991,0.00975538324975076,0.0341861694790909
"Natd1",34.4590129191543,0.936573020004142,0.36245946072841,2.58393867860967,0.00976791596470495,0.0342213539666749
"Tgif2",1.16039472126758,-3.5369215407813,1.3690906097177,-2.5834093928309,0.00978291598362864,0.0342651623610258
"Mok",3.10619707564851,2.28311350982386,0.883816061088592,2.58324510080951,0.00978757621121082,0.0342727419994707
"Ripor2",6.31688106670701,-1.58039973489703,0.611831602941965,-2.58306326005023,0.00979273652428165,0.0342820684544587
"Cep250",103.44128235213,0.549037386535339,0.212614068904158,2.58231917278642,0.0098138776480308,0.0343385678153575
"Fam210a",12.2486944755483,1.19441153308499,0.462532474275965,2.58233010548003,0.00981356673246918,0.0343385678153575
"Agbl3",4.59190195999251,1.70449563622074,0.660130636125404,2.58205806993775,0.00982130577703945,0.034347052551898
"Gxylt1",48.5360299251004,0.597594662598065,0.231438476224323,2.58208864985285,0.00982043554844181,0.034347052551898
"Pgm2",66.7930804430852,0.701098141648913,0.271544913488497,2.58188648294682,0.00982618999220222,0.0343553828859018
"Eif4ebp1",325.812479797237,1.02334632775768,0.396445329999977,2.581305038346,0.00984275688160916,0.0344045448025697
"Itm2b",10825.8798246589,0.591201673816765,0.229101748877284,2.58052012572561,0.00986516058588407,0.0344653065761293
"Zfp2",1.61763191929991,3.32619924734394,1.28892229922733,2.58060493587388,0.00986273766843875,0.0344653065761293
"Cd2",6.19508251303555,-1.83298398265184,0.7103659256641,-2.58033770544138,0.00987037389728723,0.0344747478020233
"Zfp950",32.6418091481247,0.716582940214802,0.277739559602328,2.58005356255629,0.00987849918501039,0.0344943524440978
"Smad6",14.9525668373364,1.12877676803854,0.4375491672872,2.57977126327756,0.00988657765435684,0.0345137836751384
"Rpap1",36.4375487776161,0.722146726542636,0.280004975205964,2.57904962585555,0.00990725528511836,0.0345771771898005
"Baiap2",160.133061858096,-0.889772385032145,0.345116850644245,-2.57817716918536,0.00993230589792993,0.0346557966908711
"Suclg2",8.28335941727594,1.77746403517814,0.689527799875118,2.57779894516227,0.00994318326422096,0.0346849355228033
"Cxcr5",5.60360302859796,-1.78840639849891,0.69390762059899,-2.57729753271068,0.00995761977204131,0.0347264717983559
"Baz1a",77.7980405106415,-0.844711462425276,0.327856323513652,-2.57646841571473,0.0099815324111391,0.0348010259027272
"Prune1",46.9886042667637,0.576514098802617,0.223783911003474,2.57620888033218,0.00998902819934894,0.0348183186537347
"Ndufs8",150.376040521265,-0.76033540970694,0.295192030470218,-2.57573149415919,0.010002828953626,0.0348575739932195
"Nadsyn1",25.9450863895534,0.914006534721284,0.354896846277822,2.57541464317712,0.0100119981709436,0.0348806736582225
"Alg10b",66.8248671686127,0.82310376021399,0.319636328219747,2.57512581501097,0.0100203629692371,0.0349009598091389
"1810044D09Rik",4.5547600876959,1.8181827871001,0.706264270446709,2.57436608813597,0.0100423952661613,0.0349599612080108
"Gm10419",2.833168433546,-1.92560948785548,0.747977618664138,-2.57442126583219,0.0100407936454459,0.0349599612080108
"Narf",8.08276914351193,2.30106000364352,0.894059212051323,2.57372215690724,0.010061103226221,0.0350162097074813
"Crbn",58.2027269260183,-0.813954717632461,0.316334660059537,-2.57308104486327,0.0100797601081294,0.0350722519727868
"Gm7694",5.54839281427516,1.93826316348624,0.753836091023633,2.57119974297632,0.0101346854960917,0.0352544291515934
"Fcsk",17.0495869424045,0.854538038979161,0.332364439857711,2.57108744649398,0.010137972450734,0.0352569305340875
"Pde1b",46.1875569372529,-1.4435393607706,0.561548596336813,-2.57064013726921,0.0101510747601943,0.0352935569656795
"Gm28177",2.36590111418141,-2.9463666437966,1.14828393774876,-2.56588683942844,0.0102912396033479,0.0357627739189994
"Trmt5",24.0062580935191,-0.732013344134447,0.285277698049866,-2.56596764885032,0.0102888423805399,0.0357627739189994
"Ssna1",124.707335652768,0.561740983215052,0.219100002208288,2.56385658399507,0.010351630782277,0.0359635350811394
"Hmgcl",292.657070793846,0.643326943225424,0.25094895210827,2.56357692598719,0.0103599740447345,0.0359743155372294
"Pdhx",69.4626808492623,-0.547703445438504,0.213643522877063,-2.56363234449036,0.0103583202246488,0.0359743155372294
"Vezf1",28.8517517120934,-0.746687959635,0.291301152197784,-2.56328529427863,0.0103686809017075,0.0359954459621855
"Htra1",37.061642843181,-1.22319446343342,0.477314713390352,-2.5626581982883,0.0103874253248543,0.0360422920672858
"Ufm1",40.9212785586093,-0.694012268485481,0.270814207852495,-2.56268780721981,0.0103865396113648,0.0360422920672858
"Gm30042",2.30207587919026,2.6384373215186,1.02987439895523,2.56190203795259,0.0104100676854855,0.0361117305006862
"Btbd17",6.62211506571718,3.26996396607173,1.27646015662695,2.56174385788321,0.0104148097581379,0.0361190548065759
"Nosip",146.97644884895,0.634941106766985,0.247888223472562,2.56140085185315,0.0104250993227518,0.0361456095205512
"Ghitm",368.596002484418,-0.628947091896615,0.245558900009615,-2.56128811406138,0.0104284832284203,0.0361482137657691
"Khdc4",106.492292795254,-0.453048796749309,0.176903950709306,-2.56098744506714,0.0104375128032137,0.0361703813195668
"Spata5l1",26.7307236508618,-1.1220589643084,0.438155789154522,-2.5608676002514,0.0104411138748078,0.0361737303813048
"Tbkbp1",51.8805634365646,0.749614297356541,0.292760492407721,2.56050360891104,0.0104520577873825,0.0362025109537744
"Abcc5",920.370016785116,-0.877680682245567,0.34287849652734,-2.55974256517887,0.0104749726218438,0.0362635839883802
"Dennd1c",77.9395788372887,0.499666623554071,0.195195617349091,2.55982501215925,0.010472488007258,0.0362635839883802
"Alox5",36.7841381415964,1.26112553038708,0.492874633523243,2.55871461952122,0.0105059947567885,0.0363448292898876
"Edf1",717.033323364842,-0.587588890020168,0.229634470928069,-2.55880089624795,0.0105033878929603,0.0363448292898876
"Scamp2",430.739953735381,-0.379007091918727,0.148127921613953,-2.55864720026576,0.0105080322399777,0.0363448292898876
"Ubtd1",263.021969307194,-0.619045682615271,0.241945690613593,-2.55861421232725,0.0105090292994067,0.0363448292898876
"Tsr1",48.6161886002492,-0.668185742259408,0.261209365138884,-2.55804665312875,0.0105261969439098,0.0363950350138205
"Rpap2",28.5371280650199,0.75045273568542,0.293388405879552,2.55788136356524,0.010531201344212,0.0364031708096756
"Mdn1",22.5082866105813,-0.807950096057264,0.31587898797148,-2.55778360328992,0.0105341621855229,0.0364042403239944
"Gm37125",1.6357054353363,3.28719715840785,1.28540741018513,2.55731928442393,0.0105482350090841,0.0364437007233833
"Rusc1",34.5245000936893,0.93146967924738,0.364260886430493,2.55714987237621,0.0105533738019924,0.0364522823399639
"Hoxb4",26.2213449298635,0.778494936338065,0.304626341419025,2.55557327285501,0.0106013038483597,0.0366086272228317
"Maco1",47.2752733014065,-0.559696027791105,0.219029223634095,-2.55534863569675,0.0106081487547645,0.0366230531563783
"Zfp764",16.0314813720405,0.900717159089968,0.352508823751935,2.55516202262164,0.0106138380200332,0.0366334831611503
"Gm10053",7.52656535147818,-2.26786668108898,0.888316066707415,-2.5529952300592,0.010680095885666,0.03682441507933
"Inpp4a",59.2629452899575,0.917622381303535,0.359441073193828,2.55291464926355,0.0106825670255624,0.03682441507933
"Neurl1b",1.98474566285351,3.4709179780906,1.3594406655306,2.5531956385429,0.0106739522406895,0.03682441507933
"Pvt1",3.33844550799279,2.82542073207621,1.1066871323993,2.55304380918453,0.0106786063741379,0.03682441507933
"Ung",6.45665175373236,1.7317850313313,0.678331955841233,2.55300523057863,0.0106797892390881,0.03682441507933
"Ptpn1",705.092251065768,-1.19184774099647,0.466903498236848,-2.5526639776682,0.0106902575249378,0.036841675656977
"Lyzl4os",1.38159050986042,3.22283992036418,1.26276891324193,2.55220087109218,0.010704478390182,0.0368814274271516
"Mcfd2",378.540280032821,0.584110157842582,0.228909259612986,2.55171048488877,0.0107195552794943,0.0369241078744247
"Rnf25",33.8160463305981,0.961531382114195,0.377061964089073,2.55006198898135,0.0107703766809278,0.037089860002292
"Kif3c",75.513868360205,-0.659688051919047,0.258793613359912,-2.54908938189907,0.010800461507859,0.0371748148666091
"Limk2",23.8789233729276,0.975560346724338,0.382706080867337,2.54911117302709,0.0107997866441692,0.0371748148666091
"Rarb",1.61706531032661,3.78025924557843,1.48305822882592,2.54896211902018,0.0108044035439827,0.0371790628217751
"Adgre4",4.81295734156615,-2.76827884221947,1.0863725138893,-2.54818564242648,0.0108284830443522,0.0372525863690695
"Nt5e",21.2520756322791,2.54422182831618,0.998573558262021,2.54785619673758,0.0108387139681676,0.0372784425808969
"Rplp2",4579.95988838204,-0.645669665614122,0.25343062239659,-2.54771763375826,0.0108430196026753,0.0372839116315383
"Carf",9.01032264947218,1.2135882309885,0.476405353389235,2.54738579731486,0.0108533370977786,0.0373100446551079
"Filip1l",147.726110174809,-1.53677742305164,0.603338982140386,-2.54712105224798,0.0108615748375734,0.037319675305276
"Man2a2",68.6083626920475,1.52708669679285,0.599516620342887,2.54719659968635,0.0108592235563334,0.037319675305276
"Arpc2",3302.16417196948,-0.354032809446415,0.139000426401805,-2.54699081586283,0.0108656292786081,0.037324265698096
"Zfp141",10.0213324235691,1.08528887019882,0.426187776329805,2.54650398363131,0.0108807969626151,0.0373670190837182
"Il13ra1",28.2826327289526,-1.44306772414629,0.566748446016616,-2.5462226394953,0.0108895710627163,0.0373877996226795
"Paqr8",3.59368121388297,3.13408713235852,1.23095542828331,2.54606061303886,0.0108946269314605,0.037395806942238
"Dcaf1",27.8054025456988,-0.856604016790362,0.336549013624205,-2.54525784391945,0.0109197073020214,0.0374725271823929
"Hyi",93.1859700303326,0.993188788585916,0.390284981946513,2.54477839150374,0.0109347109705859,0.0375146380874924
"Fhod3",3.6517167363097,-1.96808150033877,0.773460916641553,-2.54451318482177,0.0109430180411201,0.0375318080642692
"Stard6",3.78889503785325,3.09318112560646,1.21566086694346,2.54444410420454,0.0109451827741685,0.0375318080642692
"Aptx",50.3583771806366,-0.676091025863403,0.265750179403108,-2.54408492736278,0.0109564441924948,0.037552187041343
"Fbxo32",12.5061021989363,2.04675945783836,0.804518483642323,2.54408009194767,0.0109565958694552,0.037552187041343
"Phpt1",28.3719016152065,0.89046188857666,0.350036298081617,2.54391299832863,0.0109618383967556,0.0375607789337297
"Hibadh",255.50483755968,0.310421789490189,0.122037455288605,2.54365996698371,0.0109697814457136,0.0375786175772573
"Ap1ar",88.5335637789729,-0.550475927412907,0.216477889163933,-2.5428736834922,0.0109944967613979,0.0376538888835105
"Alkbh1",57.0740278851469,-0.793636861924254,0.312136075166716,-2.54259896585283,0.0110031436405172,0.0376647125864626
"Zc3h13",49.0799840233514,-0.673878861466695,0.265035438556631,-2.54259907707664,0.0110031401384681,0.0376647125864626
"Dpf2",178.442435809823,-0.622450715851861,0.24487473449709,-2.54191481669276,0.0110247038544229,0.0377291086543437
"Gm2449",2.64832435186246,-2.44272472622727,0.961111280884474,-2.541562850016,0.0110358103156321,0.0377577063627284
"Spib",12.6453114538117,-1.54928994461353,0.609626894738149,-2.54137400758704,0.0110417734171004,0.0377686968153434
"Styk1",1.45201984983769,-3.16063635081462,1.24399768047448,-2.54070919940068,0.011062788934528,0.0378234514063688
"Zfp46",35.1705074691939,-0.744551792113625,0.293050633078459,-2.54069334125712,0.0110632906662766,0.0378234514063688
"Polr2j",95.7704261461856,0.428323310673091,0.168672802856909,2.53937388493184,0.0111051074892044,0.037956964358172
"Mtrex",103.776295998995,-0.421896433857894,0.166170630129695,-2.53893503038779,0.0111190469543264,0.0379951504935045
"Tcn2",437.973225177751,0.420170442265344,0.165515054780436,2.53856329155508,0.011130866760015,0.0380260762913674
"Irf2bpl",132.764888844864,0.79453487606578,0.313025861000323,2.53824036623275,0.0111411435488885,0.0380489003172037
"Zfp324",7.02659304696518,-1.17246044614544,0.461929730359694,-2.53817922746057,0.0111430901802969,0.0380489003172037
"Ccl20",0.8393444160047,-3.89130796787289,1.53377737509045,-2.53707482654934,0.0111783058718085,0.0381596567926234
"F5",8.78579621771435,-1.43015678625548,0.563762965306762,-2.53680513667173,0.0111869203915882,0.0381795717068123
"Abcc1",577.666943779275,-1.18020626998627,0.465385955001591,-2.53597311500781,0.011213534258278,0.0382608909955658
"Aktip",46.1752508797371,0.634539879266893,0.250264343142678,2.53547857157237,0.0112293798432494,0.0383054373286495
"Blmh",105.008613091331,-0.384789128992374,0.151780861584231,-2.53516237143532,0.0112395215781834,0.0383209911270072
"Eng",150.942709632549,-1.00077828948148,0.394747390251113,-2.53523725348721,0.011237119092655,0.0383209911270072
"Stk32c",14.5648163521021,1.43892370437216,0.567610337082275,2.53505549558656,0.0112429513298783,0.0383231682619736
"Trac",11.301314589421,-1.91091544161609,0.753918056673905,-2.53464607287238,0.0112560987110638,0.0383584599907931
"Il2rb",6.54007565472303,-1.87072124404519,0.738108502189603,-2.53448001004688,0.0112614352106598,0.0383671229385506
"Lrsam1",23.2010147065837,0.842448209264938,0.332422569962048,2.53426898589082,0.0112682198030752,0.0383807139410128
"9330151L19Rik",11.3778868703461,1.09477734932804,0.432400502627177,2.53185956694408,0.011345942205846,0.0386358597436175
"Apba3",51.8921334465709,0.976634390579059,0.385767449340411,2.53166614303233,0.0113522022127816,0.038638011001857
"Apobec4",1.13251918706933,-5.33200123114971,2.10609912985589,-2.53169528231777,0.0113512589474714,0.038638011001857
"Cyp51",26.2644015172883,-1.12097656803533,0.442823659373796,-2.5314288076218,0.0113598875689749,0.0386545864490771
"Vbp1",82.6174789403698,-0.569275657290308,0.224965477917829,-2.53050229110371,0.0113899341058442,0.0387472238040737
"Dnajc27",9.60421994945762,1.29333192703211,0.511222689294978,2.52987974539183,0.0114101626057924,0.0388064237249269
"Rab27b",1.38357116863888,-3.02198832518898,1.19473414798184,-2.52942324473922,0.0114250160308255,0.0388473180047631
"Sel1l",442.716360527809,-0.363193753897475,0.143607403269357,-2.52907402842075,0.0114363902679414,0.0388763650356117
"4930579G24Rik",10.1002900678775,1.26790078053015,0.501363373991495,2.52890587207445,0.0114418708304806,0.0388853679461631
"Fam204a",53.4142244449039,-0.706938219329042,0.279627140232961,-2.52814594012614,0.0114666676657718,0.0389599967956068
"Hebp1",45.7031463464787,1.45228108263354,0.574475696790847,2.5280113514746,0.0114710643071791,0.0389652926614471
"Gclm",2209.30600121986,-1.03790125682498,0.410580014871205,-2.52789034836623,0.0114750184234695,0.0389690830952847
