"","baseMean","lgFC_MoDC_Treatment_6H_vs_MoDC_Naive","lfcSE","stat","pvalue","padj"
"Gart",130.502127092204,-0.622730101339781,0.206990688428518,-3.00849330985647,0.00262546582499322,0.0117018066809482
"Ift57",76.2554122399158,1.04082235218157,0.345995794714978,3.00819364882446,0.00262805618114132,0.0117095266098338
"Rptoros",22.4177573011923,-1.40286418483113,0.466386645061734,-3.0079424436466,0.00263022947088399,0.0117153838299936
"Dcxr",95.0522287204423,-1.03614282538872,0.344599008618592,-3.00680733105515,0.00264007034310223,0.0117553784892114
"Ppm1d",47.6481123318595,-1.10852005976362,0.368816536812067,-3.005613764896,0.00265045426950305,0.0117977643063067
"Sema7a",274.338888432743,2.2898374421224,0.761887648666986,3.00547914922725,0.00265162775422948,0.0117991381118567
"Bace1",13.3372936201492,-1.78837062363293,0.595081218023211,-3.00525469376043,0.00265358545521705,0.0118039994670773
"Ostf1",1375.13019758541,0.36243514530612,0.120616341401263,3.0048593838573,0.00265703656142126,0.011811648682786
"Txn2",426.169902806855,-0.523229157988342,0.174122593282349,-3.00494696365968,0.0026562716249457,0.011811648682786
"Emilin1",37.5415676665135,-1.56142604999788,0.519762768593785,-3.00411292294427,0.00266356445010917,0.0118368110074396
"Ccng1",121.161008576295,-0.910481864689889,0.303097529018421,-3.00392374572791,0.00266522115365333,0.0118403165741753
"Acap2",200.445687510973,0.645157552347633,0.214917145271579,3.00188964231953,0.00268309424201891,0.0119158381327682
"Arfgef1",233.805125369625,0.936315222453014,0.312000388811876,3.00100658854491,0.00269088742684409,0.0119465594417292
"Ebi3",249.661899226291,0.978666215030588,0.326177815177156,3.00040704638066,0.00269619032964764,0.0119662084148936
"Cdin1",7.50896452210912,-2.66937818266324,0.890095009209601,-2.9989811818332,0.00270884037176368,0.0120145348478452
"Ssr3",424.295796346848,0.857512616245197,0.285932531761687,2.99900333467441,0.00270864342126854,0.0120145348478452
"Srsf11",373.975728451944,0.494007093331998,0.164836106642203,2.99695924269979,0.00272687168026543,0.0120905785940401
"Rnf11",109.454399360368,1.00423983564735,0.335125930153776,2.9966043964027,0.00273004742695332,0.0121007267855504
"Eloc",156.132576871588,0.504941567988031,0.168579610558193,2.99527069920313,0.00274201377711007,0.0121498194092604
"Mrtfb",36.4367136609058,-0.937163625793862,0.31289246455058,-2.99516201881035,0.00274299100004609,0.0121502033161132
"Esyt2",37.5823336576174,-0.843015066532386,0.281489415581814,-2.99483753159936,0.00274591058941562,0.0121591879816285
"Tle6",9.27873428880083,-2.00384853321463,0.669326864806362,-2.99382654212505,0.00275502522676245,0.0121955902559118
"Acsl5",64.7349283400993,0.848767111090719,0.28353226109433,2.99354686417267,0.00275755155612935,0.0122028141032347
"Map4k2",192.859989053004,-0.882228229922429,0.294723274692922,-2.99341214514409,0.00275876922737648,0.0122042440237021
"1110004F10Rik",282.445842330209,0.308691939671243,0.103145415167097,2.99278391745437,0.00276445401363894,0.0122203615497931
"Paqr8",3.31780732788965,-3.64705058677566,1.21857771483446,-2.99287484284177,0.00276363057475549,0.0122203615497931
"Zbtb44",56.1901828719487,-0.751581963559018,0.251137364834293,-2.99271262981887,0.00276509976575615,0.0122203615497931
"Amigo3",9.20738324455572,2.42226034796211,0.809460710101729,2.99243720879015,0.00276759593508695,0.0122274324295309
"H4c4",14.8905174320283,-4.01410934595194,1.34155030841132,-2.99214224079714,0.00277027154304837,0.0122352912469436
"Clybl",13.4152341096308,-1.27473373940727,0.426222089746052,-2.99077351942685,0.00278271794299576,0.0122862850797059
"Pgm2l1",17.4531506990161,-1.44968240182427,0.484779084210873,-2.99039799578827,0.00278614166590418,0.0122974217883956
"Mex3c",40.0661467336896,1.14855452613808,0.38411571783174,2.99012634166978,0.00278862078770975,0.01230438337863
"Meis3",17.6147822962827,-1.62775416454437,0.54455182227846,-2.98916301066386,0.00279742841766214,0.0123392550605123
"Rpa2",64.9976840947385,0.718744704070753,0.240462018878007,2.98901551032636,0.00279877923766133,0.0123412233805474
"Slc12a6",99.6207808247269,0.653613320241229,0.218748384341174,2.98796867556203,0.00280838336459385,0.0123795716456071
"Rps6ka5",18.5217309685634,-1.60947450366263,0.538776330602357,-2.9872776739528,0.00281473940013542,0.0124035819237879
"Etfbkmt",12.8089347930513,-2.2140904053489,0.741369057315386,-2.98648882564167,0.00282201151481349,0.0124316122365516
"Rgs1",566.249386207133,1.07358671690777,0.359536820225283,2.98602717862128,0.00282627522989008,0.0124440025167858
"Sema4d",973.436498892961,0.929362329718831,0.311241271236756,2.98598680703846,0.00282664837642156,0.0124440025167858
"Zmynd8",167.180683457819,-0.787515729455443,0.26378426735442,-2.9854537473129,0.0028315795619312,0.012461690310783
"Gtf2b",224.903785780661,0.500480842423158,0.167674697642467,2.98483223443966,0.00283733892022177,0.0124830102833233
"Tep1",178.212533641987,-0.686837434286017,0.230257890053188,-2.98290509883228,0.00285526512862675,0.0125577663793216
"Tpm3",1027.27122069288,0.673803904086842,0.22589583934271,2.98280794390641,0.00285617159532617,0.0125577663793216
"Jund",448.146412601705,0.860975073644469,0.288692493133392,2.98232581076035,0.00286067384161488,0.0125735094140309
"Crk",102.680080519488,0.726229987177639,0.243523953078559,2.98217065712367,0.00286212407169711,0.0125758321127741
"Acss1",118.077987669624,0.641688913991395,0.215197359188138,2.98186240022766,0.00286500735852542,0.0125803976158231
"Srsf6",329.740674074372,0.352663377820174,0.11826892334022,2.98187696192751,0.00286487109573369,0.0125803976158231
"Gm7290",2.2771559325523,-5.10712000235305,1.71283926065056,-2.98166916165461,0.00286681617116311,0.0125842899044975
"Dctd",6.28065171166116,-3.09864292591276,1.03930646646506,-2.98145256081395,0.00286884490585426,0.0125891447573399
"Ssbp3",43.5411631428993,-1.40627612243873,0.471699875334913,-2.98129424231934,0.00287032858330305,0.0125898077480227
"Trim36",23.4792725083116,1.40879334370102,0.472552887934582,2.98123951767288,0.00287084159672349,0.0125898077480227
"Tars2",72.3436801743264,-0.835595571660152,0.280383282130139,-2.98019042116895,0.0028806924959668,0.0126289484969393
"Cd276",19.8665403757573,-1.41145891548894,0.473913506766011,-2.97830489179501,0.00289847500632568,0.0127028250919696
"Adamts1",10.290687776805,1.74340812309815,0.585405096584022,2.97812255696329,0.00290019991636112,0.0127063029733188
"Rhod",4.83399406367769,-3.36564367504078,1.13033354367677,-2.97756683756632,0.00290546287166192,0.0127252744648744
"Intu",5.17401637443315,2.82832387935537,0.95001383803976,2.97713966481928,0.00290951434664104,0.0127348425509219
"Tmem143",26.3361649667758,-0.92705829352089,0.31138717922823,-2.97718838591427,0.00290905199616552,0.0127348425509219
"Ints13",60.5424117002439,0.911314188405876,0.306131378972049,2.97687284284922,0.002912047607146,0.012739890019605
"St3gal2",56.6273833132434,-0.756978703761612,0.254290927307462,-2.9768215161147,0.00291253514411405,0.012739890019605
"Tnrc6a",253.877682808181,0.505777987738709,0.169914938447115,2.97665403855077,0.00291412648049544,0.0127427652478844
"Ncoa7",144.361264858574,0.713777155555202,0.23980322171334,2.97651195198891,0.00291547717911228,0.0127445867204835
"Dcaf13",124.322307281844,0.805698903058036,0.270726003039378,2.97606766255417,0.00291970435627822,0.0127589771084894
"Cd28",6.48484056482405,-3.21696529208799,1.08117839781015,-2.97542505344513,0.0029258283362712,0.0127816445698841
"Lamtor2",349.297002974256,-0.707231392937752,0.237809340113065,-2.97394287626172,0.00293999801493298,0.0128394343526666
"Gm50431",3.80388283735056,-3.06178488168878,1.03017184453483,-2.97211081620206,0.00295759912122882,0.0129121679394959
"Cacfd1",59.6367773617441,-0.756494268498292,0.254659268397901,-2.97061353100364,0.00297205529645974,0.0129711293696738
"Gab1",10.6703302339321,-1.97606592028845,0.665266879180438,-2.97033563841751,0.00297474541080844,0.0129787181450782
"Dennd11",10.1633637407881,-1.89071651090867,0.636687736971546,-2.96961351871171,0.0029817462165003,0.013005103462824
"Rapgef3",5.84085158273559,-3.28901055711093,1.10778932714946,-2.96898559726526,0.00298784600389114,0.0130275433145052
"Phpt1",31.3494766253363,-1.2173408878539,0.41007811342263,-2.96855854533085,0.00299200099601686,0.0130373266012961
"Sfr1",318.721577727187,0.474215885102128,0.159741707067919,2.96864165161638,0.00299119200242699,0.0130373266012961
"Mfsd12",564.03393153984,-0.847815111358362,0.285631734141247,-2.9682104963138,0.00299539122911138,0.0130479318450724
"Armt1",41.3478256827516,-0.893086004461792,0.30098703624459,-2.96719093155908,0.00300534265977295,0.0130871017897486
"Ocel1",76.5186456522189,-0.711017029839318,0.239734327730997,-2.96585406257355,0.00301843682785287,0.013139927773579
"Fancf",11.8792697244508,-1.79431244705896,0.605194872698487,-2.96485070843107,0.0030282984965961,0.0131786468313898
"Galnt4",5.70385170379878,-2.40853661475358,0.812390386806064,-2.96475272710059,0.00302926309926251,0.0131786468313898
"Nckap1l",689.329343328658,0.611980373569319,0.206464983682298,2.96408796617549,0.003035814915241,0.0131990004694161
"Snx29",13.7399681425345,-1.74618031015504,0.589113416736448,-2.96408172101813,0.00303587652811168,0.0131990004694161
"Arhgef2",234.122799307007,0.506276231832352,0.170851573188426,2.9632518002863,0.00304407443389219,0.0132304260916187
"Nt5dc3",49.6912180530714,-0.816416143768114,0.275631347893058,-2.96198581913432,0.00305661861342347,0.0132807158416995
"Ankmy2",18.8288480371917,-1.14019810194633,0.385073569180946,-2.96098770001675,0.00306654185541731,0.0133195894726069
"Dclre1c",32.1713400147768,1.06079513107264,0.358292350274336,2.96069712417922,0.00306943625988983,0.0133279181711257
"Hmbox1",72.7291173770511,0.680391192470794,0.229923167487954,2.95921111345354,0.00308427728943653,0.0133880989690686
"Smim12",128.131341573407,-0.716323887737028,0.242106105989616,-2.95871880144878,0.00308920850039036,0.0134052390492448
"F630028O10Rik",7.93117925686658,-5.06459567546519,1.71187498572744,-2.95850790372584,0.00309132314225545,0.0134058873584841
"Mtg1",21.3029812078704,-1.16014093088162,0.392133087396937,-2.95853874148413,0.00309101385401498,0.0134058873584841
"Gstt2",35.2402453625354,-0.962901793578317,0.325495010181759,-2.95826898556947,0.00309372033562195,0.0134120198725422
"Cbx5",23.5463982980611,-1.08432268552522,0.366601181379201,-2.95777193473808,0.00309871294404417,0.013425132008763
"Vwa5a",404.08239672618,0.885092643700471,0.299239596162047,2.95780590220142,0.00309837152541041,0.013425132008763
"Mapk6",86.8887725871415,0.644318916602458,0.217859737609219,2.95749422850307,0.00310150555168021,0.013432965156055
"Zcrb1",411.192161652351,0.757944721036248,0.256288297568288,2.95739106400008,0.00310254355603324,0.0134331963614603
"Mrpl58",84.7545801314335,-0.551715262673216,0.186579135780108,-2.95700406353815,0.00310644023976712,0.0134458008220631
"Dhx34",42.5540420564866,-0.809668292686876,0.273914715425157,-2.95591381948994,0.00311744184444417,0.013486253069088
"Tmem60",86.5894254811433,-0.542523108724745,0.18354017594323,-2.95588203474617,0.00311776311514356,0.013486253069088
"Ptpn3",17.6082097250055,-1.40438008321188,0.475165455197243,-2.95556014826228,0.0031210183487587,0.0134960549388637
"H2-T24",10.0473433079904,1.88413572440795,0.637559910224677,2.95522929561864,0.0031243674860654,0.01350556895102
"Sergef",23.9913756004226,-1.13464749915801,0.383956330083862,-2.95514726612317,0.00312519835654696,0.01350556895102
"BC055308",11.213404338373,1.46800506547359,0.496859659232929,2.95456682424158,0.00313108336604959,0.0135267163910749
"Ptma",828.7428337646,0.678810183735998,0.229826087606012,2.95358194888508,0.00314109198193422,0.0135656593572424
"Adora3",11.1969443369325,-1.80972295941744,0.612934424480607,-2.95255558692266,0.00315155322368324,0.0136065318451615
"Clec2i",60.690660163991,-2.02701792622367,0.686576292571525,-2.95235642150067,0.00315358690209207,0.0136110047786277
"Depdc5",19.7232654307537,-1.33433832541792,0.4519897258923,-2.95214304436616,0.00315576702358041,0.0136161067370992
"Ppp1ca",658.912338834158,-0.678721669711212,0.229964964216424,-2.95141336865756,0.00316323266782197,0.0136440035684778
"Car9",12.8136649665533,-1.40104435414493,0.474912039946602,-2.95011336057613,0.00317657354418888,0.0136928887404009
"Osbpl9",336.864566249243,-0.638367527327053,0.216383056768213,-2.95017334934346,0.00317595680368787,0.0136928887404009
"Zscan29",59.5168558811634,0.666133987596772,0.225818562647679,2.94986373036157,0.00317914114811416,0.0136996281376253
"Zkscan5",12.7660840795364,-1.35862539885992,0.460667317940102,-2.94925501755819,0.00318541007434685,0.0137223080657765
"Rpsa",3279.20034080837,-0.565558764199033,0.191827548916414,-2.94826664571243,0.00319561298184522,0.0137619153760462
"Btf3l4",8.86489594489453,-1.82330478414341,0.618467054347035,-2.9481033327934,0.00319730171629068,0.013764842952147
"Tepsin",59.3469978695743,-0.736445621564035,0.249824572042312,-2.94785102819792,0.00319991226650507,0.0137717359785264
"Ccdc57",3.71421493785095,-3.13098354375983,1.06255333457762,-2.94666012695207,0.00321226054957471,0.0138205205543512
"Gpx4",251.200771169847,-0.82427003544801,0.279839762388859,-2.94550720173434,0.00322425641752875,0.0138677586079271
"Nf2",102.388954811879,-0.646507789843268,0.219497652011976,-2.94539729203114,0.00322540212615203,0.0138683142789449
"Clec4a2",26.4351089034513,-1.59026697836219,0.540303660701554,-2.94328373843944,0.00324750627930883,0.0139589565748615
"Oas1c",36.0599942546991,1.15848336277691,0.393630121850596,2.94307599563384,0.00324968634628495,0.0139639278180679
"Kif3c",46.0885390677876,0.797340855442163,0.270980017144235,2.94243414641811,0.00325643038178376,0.0139885011645705
"Ube2l6",248.516500573054,2.68070367305016,0.911119400384517,2.94220897054637,0.00325879936854263,0.0139942712574841
"Cbx1",118.82887505617,0.589860197534654,0.200511970771074,2.94177048515522,0.00326341700703255,0.0140096910720406
"Trp53inp1",12.3406845821076,-2.03183584413478,0.690947483456101,-2.94065163096273,0.0032752265531876,0.0140559659846299
"Ppp1r13b",38.0507931981697,-1.14564134429604,0.38973024837798,-2.93957512680654,0.00328662582929179,0.0141004516317698
"Klhl3",4.34228093888204,-2.68127322547112,0.912341071735117,-2.93889347804083,0.00329386259348506,0.0141270567000681
"Kcnk13",48.8353230295726,-1.00783342262888,0.343029534142062,-2.93803688113775,0.00330297728464336,0.0141616967612789
"Rell1",37.2738769184424,-0.89399976899636,0.304766362539901,-2.93339383502113,0.00335278296690653,0.0143641048231344
"Sfxn5",16.0914978651858,-2.1598644036696,0.736278333451805,-2.93348901568754,0.00335175514060073,0.0143641048231344
"Smim30",250.765063853785,0.610716971122899,0.208198360737291,2.93334188108001,0.00335334412238388,0.0143641048231344
"Rufy3",57.155561657889,0.864006629257524,0.294631455637902,2.93249961171619,0.00336245342987768,0.0143986039371692
"Zfp688",33.9324580709009,-0.898107158831517,0.30647503285188,-2.93044151255732,0.00338480704942981,0.0144897780280423
"Socs6",69.3140917095642,-0.572989163729887,0.19559111405794,-2.92952553846669,0.00339479915423385,0.0145279939966162
"Acsl4",104.800719200984,0.734301748447482,0.250709658456759,2.9288929392169,0.0034017156725966,0.0145530281973143
"Hk2",78.5829373224225,1.08504124539823,0.370517005840734,2.92845194226964,0.00340654489532671,0.0145645540604645
"Plscr4",8.92300963488807,-2.24993957739987,0.768299061632544,-2.9284684698417,0.00340636379442254,0.0145645540604645
"Eapp",132.469445247666,0.568686106385982,0.194280149770099,2.92714467771894,0.00342089704620991,0.0146213340856647
"R3hdm2",138.662164562023,-0.606261284223407,0.207167776726661,-2.92642656016583,0.00342880449388409,0.0146505417194051
"Sdad1",98.8757475937386,0.739224523942383,0.252633631634408,2.92607329895068,0.00343270048120396,0.0146625963259442
"Dpp3",180.060104894703,-0.423158600264682,0.144636320185671,-2.92567316232513,0.00343711830698166,0.0146768716939439
"Las1l",39.292117905357,-0.888779220613329,0.303832453282145,-2.92522806899759,0.00344203857026719,0.0146906070293101
"Zfp346",28.0890080747857,1.21054310906208,0.413834378822741,2.92518739623754,0.00344248850492594,0.0146906070293101
"Ssna1",98.0394334366832,-0.771602339632024,0.263820029832142,-2.92472993852272,0.00344755273219971,0.014707617862852
"Ncapd3",39.6400350978861,-0.975586293402646,0.333755779955665,-2.92305437686275,0.0034661597826057,0.0147823750903687
"Ttc39b",52.4239198122369,1.41612434099388,0.484574984400137,2.92240496637879,0.00347339600583448,0.014808606783625
"Rnf220",248.880085825327,-0.48705890375193,0.166689120070783,-2.92195977484976,0.00347836460726365,0.014825157243642
"Limd1",429.496703225983,0.488262207413574,0.167173654172469,2.92068872831987,0.00349258585751401,0.0148811208163847
"5830416I19Rik",2.99130029301442,-3.66861604849262,1.25649011549425,-2.91973331365964,0.00350331043614478,0.0149221555667572
"Map2k6",1.96350438957347,-3.88444145632224,1.33059031550961,-2.91933693718079,0.0035077685710065,0.0149364814651191
"Zc3h3",54.4393514053586,-0.947629576110725,0.324669142419724,-2.91875467144227,0.00351432680585439,0.0149597381005527
"Proser2",5.57509400375055,-2.20360133698717,0.755016186085712,-2.91861469674109,0.00351590504571106,0.0149617880657006
"Sidt2",175.335119596557,-0.638607304341074,0.218849298787451,-2.91802307742962,0.00352258278544233,0.014985530695912
"Epn1",457.669652517842,-0.506054125344596,0.173431745417603,-2.91788636576353,0.00352412752118519,0.0149874288564618
"Fbxl6",54.8143374570374,-1.05032515747579,0.35998790713315,-2.91766789012528,0.00352659740593858,0.0149932590866999
"Arl6ip1",462.981366423724,0.509576761789096,0.174678950603903,2.91721904687073,0.00353167655755128,0.0150101754749757
"Zpr1",119.97504907023,-0.76488054351973,0.262272055634877,-2.91636309353735,0.00354138105721204,0.0150467336541713
"Polr2i",146.263394745599,-0.492846631598998,0.169153610576076,-2.91360397168313,0.00357282839300389,0.0151756219694122
"Adgb",7.12636086343331,3.55373481494596,1.21979546393283,2.91338582575812,0.00357532553435835,0.015181502105587
"Id3",149.397437362759,-1.6635818197561,0.571210195675687,-2.91238117307804,0.00358684641377202,0.0152256831434635
"Grin3b",3.29275802072167,-5.54015111465757,1.902439302077,-2.91213028904999,0.00358972869691521,0.0152331784174228
"Pold1",70.8734670955292,-1.01299008452203,0.347877877704765,-2.91191291382353,0.00359222771720991,0.0152390431423802
"Sh3kbp1",260.78111371816,0.548063900714431,0.188291429658341,2.91072143702401,0.00360595347318852,0.0152877635906498
"Thumpd2",15.0010247719079,-1.28014262825338,0.439797766741197,-2.91075290749872,0.0036055903223507,0.0152877635906498
"4930599N23Rik",6.78256928705319,2.60833889190491,0.896396984456266,2.9098032870861,0.00361656303985775,0.0153279806004285
"mt-Rnr2",1535.90650842904,-2.88046975027464,0.990100702560902,-2.90926947412954,0.00362274449231901,0.0153494109033255
"Cnnm3",5.92014413893167,-2.24458577899073,0.771803041783497,-2.90823650267548,0.00363473339973173,0.0153954261945172
"Eif4ebp1",279.159967057685,-1.01169642623047,0.347950704340359,-2.90758551027633,0.00364230749217472,0.0154099583715618
"Glrx",363.985617751435,0.968496176793149,0.333070335607147,2.90778275113483,0.00364001114248357,0.0154099583715618
"Gm37988",34.9924221774751,1.44839309152556,0.498121436614058,2.90771082122243,0.00364084842407866,0.0154099583715618
"Prkrip1",90.1852372942004,0.766718841385806,0.263707773456291,2.90745635343543,0.00364381189669855,0.0154099583715618
"Tnfsf13os",26.5337851257278,-2.02183290972084,0.695389743884468,-2.90748163530112,0.00364351737186698,0.0154099583715618
"Map4k4",262.448108307569,0.727399928063471,0.250197566606218,2.9073021689628,0.00364560856019242,0.0154127789236768
"Mybpc3",7.1386706242158,2.29701393216415,0.790313208489276,2.90646025840187,0.00365543329787642,0.0154495280306469
"H2-D1",8268.53646514439,0.430029455068801,0.148058048060309,2.90446524658785,0.00367881042870625,0.0155435152303621
"Pms2",18.1069353242022,-1.46477772785027,0.504587788760553,-2.9029194928563,0.00369701661824324,0.0156156030101215
"Fcor",15.1788347815117,-1.68056451391976,0.579156158639384,-2.90174677217958,0.00371088375750956,0.0156693243898802
"Dph3",172.130356936541,0.625719037820588,0.215704652019994,2.90081383021164,0.00372194932459749,0.0157111864589986
"Atg10",20.320922799792,-1.20813246379508,0.416559816151678,-2.90026165979288,0.00372851270558557,0.0157340237681113
"Lyzl4",6.65549526723098,-1.67357091562111,0.577070670393733,-2.90011432131742,0.00373026582365752,0.0157365543080271
"Mtg2",37.5477445969481,-1.09657665429172,0.378279923302917,-2.89884973201078,0.00374534347824418,0.0157903958818558
"Pdcl",65.579059879277,-0.701853865260192,0.242109363607832,-2.89891251953829,0.00374459355978158,0.0157903958818558
"Sirpa",1483.40528849714,-0.790083313187019,0.272565720734171,-2.89868920808855,0.00374726135633655,0.0157936010764596
"Pip4p1",234.699456515622,0.602589994845127,0.207980606636093,2.89733742290447,0.00376344740987444,0.0158569218693382
"Inpp5b",90.5673046909559,0.95222303596207,0.328723848238719,2.89672635880852,0.00377078502394351,0.0158829330292255
"Sars",173.435539809236,-1.32668178200397,0.458106562102952,-2.89601130338278,0.00377938786634207,0.0159142557594151
"S100a13",111.785126406528,-0.639833018924918,0.22095466256905,-2.89576608832577,0.00378234215709372,0.0159217815640943
"Baz2a",154.807383818372,0.677645597707316,0.234046872985829,2.89534138637412,0.00378746382737463,0.0159384235030451
"Bivm",13.3991149841869,-1.55240585532342,0.536256585553635,-2.89489378246181,0.0037928685034147,0.0159514995015301
"Edem2",227.483495692135,-0.451271796638417,0.155885624670668,-2.89489038897459,0.00379290950545802,0.0159514995015301
"Mef2a",215.428994975765,-0.51736101643303,0.178725120556585,-2.89473026971176,0.00379484461544181,0.0159547195958313
"Dcaf4",19.6723433466562,-1.29000178063524,0.445696774487627,-2.89434847743341,0.00379946235949824,0.0159692128683409
"5031425F14Rik",1.65303862760249,-4.23755529088444,1.46413065173938,-2.89424668888002,0.00380069434494973,0.0159694711882197
"Snrnp35",50.5027210442291,0.889970995185661,0.307513204744617,2.89409033971326,0.00380258740522884,0.0159725061482565
"Klrg2",3.27976034692845,3.62645845481486,1.25311851721423,2.89394690525899,0.00380432484898298,0.0159748857847568
"Ift74",7.15731158030853,-1.86115329806333,0.643546512161832,-2.89202608186199,0.00382766169720197,0.0160591771625267
"Laptm4a",742.933268955051,0.389888694149074,0.134816093648978,2.89200408939478,0.0038279296439593,0.0160591771625267
"Prxl2b",26.9335410865833,-1.0125858464736,0.350127587022152,-2.89204816759992,0.00382739263122455,0.0160591771625267
"Lcor",17.9787242415375,1.64610558966985,0.56964974918748,2.8896801798259,0.00385633939363226,0.0161733902082155
"Zfp703",187.22511874706,0.595214632832735,0.205999601624759,2.88939700920856,0.00385981420999159,0.0161829887114061
"Xylt2",125.032303387252,0.629500357606897,0.217920907838338,2.88866435006725,0.0038688179518483,0.0162157552433384
"Chchd3",218.784586180424,-0.376045652306255,0.130196298363962,-2.88829757091115,0.00387333251068445,0.0162296914752051
"Trim24",30.5662373747493,-1.16041615314185,0.401859340116106,-2.88761772416832,0.00388171316922586,0.0162598135608684
"Arl5b",18.1461614410254,1.47317702830678,0.510324520984555,2.88674552707094,0.00389248910455489,0.0162999474688282
"Txnrd2",99.8528042271021,-0.88722050648778,0.307555484304484,-2.88474942495066,0.00391725313547462,0.0163986144606567
"Atp6v1f",1152.07585079419,0.453945278405501,0.157502427352303,2.88214782487201,0.00394974386078065,0.0165295568995799
"Ifi30",1823.76231734773,-0.52695412680902,0.182846634858858,-2.88194599378755,0.00395227467884989,0.0165350761863076
"Acy3",3.4806861218981,-2.83789539406799,0.984854316072185,-2.88153826180723,0.00395739184039679,0.016551409220887
"Ap3s2",20.2789075304797,-1.24475849951962,0.432089233867537,-2.88079035984781,0.00396679388168126,0.0165856478479244
"Gm16124",13.9470280076851,-1.87854874283279,0.652335121882633,-2.87972957428893,0.00398016404032104,0.0166364515937806
"Arfrp1",105.497916903929,0.53533713752724,0.185911942877693,2.87951989119615,0.00398281172795702,0.0166424197257328
"Snrpf",262.024364885787,0.628336543027888,0.218233624184141,2.87919217479388,0.00398695303605972,0.0166546234754938
"Pcgf2",10.866972013519,-1.69761904835314,0.589666999077104,-2.87894532169869,0.00399007506671351,0.016662563249211
"Git2",231.221027851214,0.417132867472676,0.144903456594285,2.87869507930792,0.00399324222835063,0.016670686573252
"Has1",2.18621239579572,4.04865302647173,1.40757851710155,2.87632482116068,0.00402335449882887,0.0167912589255192
"Traf3",116.530793963878,0.671933754062514,0.23365293194116,2.87577711300334,0.00403034195622354,0.0168152768528311
"Ak1",20.9352046487307,-1.41672101439504,0.492790617547811,-2.87489445607715,0.00404162575025009,0.0168571996669709
"Il6st",109.407984735799,-0.734106454660984,0.255389305310524,-2.87446043900858,0.00404718468974919,0.0168752263821052
"Gm8520",3.24798507966406,-5.31767831526603,1.85006352745088,-2.87432200914367,0.00404895917433307,0.0168774671602279
"Kpnb1",47.1111354683764,-0.954185641985067,0.332065967419607,-2.87348218608423,0.0040597397229196,0.0169148076905415
"Tmem245",7.99404483384595,-1.77065977773959,0.616217944330047,-2.87343105476205,0.00406039692051039,0.0169148076905415
"Hmgcr",121.315630813745,0.781911419299266,0.272126964869885,2.87333311372921,0.00406165603909622,0.0169148880773473
"Ctc1",26.5701822453013,-1.12787216838878,0.392626308124536,-2.87263523877526,0.00407063810303967,0.0169399017630607
"Nmrk1",20.649157889095,-1.55338461954371,0.5407634234792,-2.87257708657409,0.00407138736942578,0.0169399017630607
"Pnpla6",43.8929331071741,-0.949895693103281,0.330668176048822,-2.87265531401797,0.00407037947113465,0.0169399017630607
"Mark4",94.6967031950981,0.693348347330583,0.241628895266583,2.86947613018562,0.00411152364333021,0.0171016820323031
"Pou6f1",32.977653891961,-1.45099768051803,0.505880804376859,-2.8682600090062,0.00412736190764403,0.0171623281030136
"Dusp4",34.2072482814299,1.40396693445179,0.489628250986864,2.86741406694168,0.00413841173827335,0.0171977920637415
"Gm5558",18.1659737036019,-2.67220082128273,0.931919326901865,-2.86741646421946,0.00413838038675783,0.0171977920637415
"Msl1",435.142809350371,0.314198712767932,0.109586850180457,2.86712057377816,0.00414225166035878,0.0172061566537707
"Slfn10-ps",54.9895426459815,0.934162600529904,0.325831493122583,2.8670113854785,0.00414368105195531,0.0172061566537707
"Tmem150b",3.43574591587681,-3.70077061415071,1.29082939406063,-2.8669711359059,0.00414420807478491,0.0172061566537707
"Nck1",66.8990500277813,0.746843539842122,0.260512907412652,2.8668197182995,0.00414619126265251,0.0172091534518918
"Fcgr4",93.3751056032907,0.731300689172174,0.255178061419872,2.86584467764604,0.00415898246943344,0.0172520937855845
"Mpdu1",243.873843690656,-0.455650678851853,0.1589938535334,-2.86583832472576,0.0041590659283726,0.0172520937855845
"Gm8797",15.029840268144,-2.64337377300609,0.922429086330568,-2.8656661115506,0.00416132888877409,0.0172562340515334
"Ube2j1",143.725511319289,0.550831309918324,0.192270742998233,2.86487325803586,0.00417176176644877,0.0172942405893833
"Trio",171.718173158163,0.517334158921809,0.180614953804331,2.86429306115075,0.00417941140128096,0.0173206894737777
"Trim2",3.73495975539361,-2.70921264692387,0.94629204213854,-2.86297731174118,0.00419680613675907,0.0173874965453398
"Dcun1d2",62.813325836168,0.598103553672532,0.208944449420249,2.86250032165042,0.0042031283393953,0.0174084031373315
"B230322F03Rik",2.09634979911108,-4.16533424950769,1.45566528351141,-2.86146430548919,0.0042168898500124,0.0174600996126614
"Fam161b",2.50379028840795,-5.94472090064593,2.07767839794483,-2.86123247299787,0.00421997489565381,0.0174675720574651
"Mafa",5.37610749964963,-2.41555419554592,0.844546497886024,-2.86017904472077,0.00423401889779067,0.0175203881779066
"Rpp21",115.186944343234,-0.508304674927878,0.177762399460925,-2.85946114852939,0.00424361395687551,0.0175547681060196
"Galm",76.1055589711372,-0.707951408217106,0.247668175713553,-2.85846740776217,0.00425692836738668,0.0175991738534111
"Tsnax",121.960437649552,-0.486502449611427,0.170196910502358,-2.85846816005916,0.00425691827359264,0.0175991738534111
"Ing1",82.3908622658405,0.997255920270206,0.348929143307261,2.85804708319259,0.00426257138328888,0.0176171649143321
