from	to
CXCL10	HTR1D
CXCL10	HTR1B
CXCL10	BDKRB2
CXCL10	SSTR1
CXCL10	SSTR2
CXCL10	HTR1F
CXCL10	SSTR4
CXCL10	CCR1
CXCL10	CCR7
CXCL10	CXCR5
CXCL10	SSTR3
CXCL10	SSTR5
CXCL10	OPRM1
CXCL10	APLNR
CXCL10	OPRD1
CXCL10	OPRK1
CXCL10	OPRL1
CXCL10	CCR2
CXCL10	CCR10
CXCL10	BDKRB1
CXCL10	GALR1
CXCL10	HTR5A
CXCL10	MTNR1A
CXCL10	NPBWR1
CXCL10	NPY2R
CXCL10	MTNR1B
CXCL10	AGTR2
CXCL10	NPY4R
CXCL10	CCR4
CXCL10	CCR5
CXCL10	CCR6
CXCL10	CCR8
CXCL10	CCR9
CXCL10	CXCR4
CXCL10	GRM4
CXCL10	P2RY14
CXCL10	NPY5R
CXCL10	C3AR1
CXCL10	RXFP4
CXCL10	LPAR1
CXCL10	MCHR1
CXCL10	NMUR2
CXCL10	HRH4
CXCL10	NMUR1
CXCL10	LPAR2
CXCL10	RXFP3
CXCL10	HRH3
CXCL10	PTGDR2
TF	IGF2R
TF	AVPR2
TF	LRP2
TF	FZD4
LTF	NTRK1
PROC	F2R
ANXA1	HTR1A
ANXA1	TACR2
ANXA1	C5AR1
ANXA1	EDNRB
ANXA1	CXCR1
ANXA1	CXCR2
ANXA1	EDNRA
ANXA1	TACR1
ANXA1	ACKR3
ANXA1	F2R
ANXA1	NPY1R
ANXA1	HTR1D
ANXA1	HTR1B
ANXA1	HTR2A
ANXA1	HTR2C
ANXA1	NMBR
ANXA1	TACR3
ANXA1	BDKRB2
ANXA1	GRPR
ANXA1	AGTR1
ANXA1	OXTR
ANXA1	SSTR1
ANXA1	SSTR2
ANXA1	HTR1F
ANXA1	GNRHR
ANXA1	NTSR1
ANXA1	SSTR4
ANXA1	CCKAR
ANXA1	CCKBR
ANXA1	CCR1
ANXA1	CCR7
ANXA1	CXCR5
ANXA1	SSTR3
ANXA1	TRHR
ANXA1	SSTR5
ANXA1	HRH1
ANXA1	OPRM1
ANXA1	APLNR
ANXA1	BMPR1A
ANXA1	AVPR1A
ANXA1	OPRD1
ANXA1	OPRK1
ANXA1	OPRL1
ANXA1	HTR2B
ANXA1	CCR2
ANXA1	CCR10
ANXA1	XCR1
ANXA1	BDKRB1
ANXA1	GALR1
ANXA1	GCGR
ANXA1	HTR5A
ANXA1	AVPR1B
ANXA1	MTNR1A
ANXA1	NPBWR1
ANXA1	NPY2R
ANXA1	MTNR1B
ANXA1	CXCR3
ANXA1	AGTR2
ANXA1	NPY4R
ANXA1	CCR3
ANXA1	CCR4
ANXA1	CCR5
ANXA1	CCR6
ANXA1	CCR8
ANXA1	CCR9
ANXA1	F2RL1
ANXA1	CXCR4
ANXA1	GRM4
ANXA1	P2RY14
ANXA1	NPY5R
ANXA1	C3AR1
ANXA1	NPSR1
ANXA1	PROKR2
ANXA1	PROKR1
ANXA1	RXFP4
ANXA1	LPAR1
ANXA1	GHSR
ANXA1	KISS1R
ANXA1	QRFPR
ANXA1	F2RL3
ANXA1	LPAR4
ANXA1	MCHR1
ANXA1	NMUR2
ANXA1	NPFFR1
ANXA1	HRH4
ANXA1	NMUR1
ANXA1	LPAR2
ANXA1	RXFP3
ANXA1	UTS2R
ANXA1	HRH3
ANXA1	NPFFR2
ANXA1	PTGDR2
RLN2	TSHR
RLN2	LHCGR
RLN2	FSHR
RLN2	HRH2
RLN2	AVPR2
RLN2	CALCR
RLN2	VIPR1
RLN2	MC4R
RLN2	MC5R
RLN2	HTR7
RLN2	CRHR1
RLN2	ADCYAP1R1
RLN2	VIPR2
RLN2	MC3R
RLN2	GLP1R
RLN2	GCGR
RLN2	SCTR
RLN2	GIPR
RLN2	PTH2R
RLN2	HTR6
RLN2	MC2R
RLN2	MC1R
RLN2	GHRHR
RLN2	PTH1R
RLN2	CRHR2
RLN2	HTR4
RLN2	CALCRL
RLN2	NPSR1
APOB	IGF2R
APOB	CD36
APOB	SDC1
APOB	AVPR2
APOB	SDC4
APOB	SDC2
APOB	GPC1
APOB	VLDLR
APOB	LRP1
APOB	LRP8
APOB	SCARF1
APOB	P2RY14
APOB	SCARB1
APOB	FZD4
CSF2	IL5RA
VWF	ITGB5
HLA-A	NTRK1
HLA-A	ERBB3
HLA-A	BMPR1A
HLA-A	PTCH1
HLA-A	IL20RB
WNT1	FZD5
WNT1	FZD2
WNT1	FZD4
APP	IGF1R
APP	HTR1A
APP	ALOX5
APP	CD36
APP	TACR2
APP	FPR1
APP	C5AR1
APP	FGFR2
APP	ITGA6
APP	EDNRB
APP	CXCR1
APP	CXCR2
APP	EDNRA
APP	TACR1
APP	ACKR3
APP	F2R
APP	NPY1R
APP	CNTFR
APP	HTR1D
APP	HTR1B
APP	HTR2A
APP	HTR2C
APP	NMBR
APP	EPHA2
APP	TACR3
APP	BDKRB2
APP	GRPR
APP	AGTR1
APP	OXTR
APP	SSTR1
APP	SSTR2
APP	HTR1F
APP	GNRHR
APP	NTSR1
APP	SSTR4
APP	CCKAR
APP	CCKBR
APP	CCR1
APP	CCR7
APP	CXCR5
APP	SSTR3
APP	TRHR
APP	SSTR5
APP	HRH1
APP	OPRM1
APP	APLNR
APP	AVPR1A
APP	OPRD1
APP	OPRK1
APP	OPRL1
APP	VIPR2
APP	HTR2B
APP	CCR2
APP	CCR10
APP	XCR1
APP	NOTCH1
APP	BDKRB1
APP	GALR1
APP	GCGR
APP	HTR5A
APP	AVPR1B
APP	MTNR1A
APP	NPBWR1
APP	NPY2R
APP	MTNR1B
APP	CXCR3
APP	AGTR2
APP	NPY4R
APP	CCR3
APP	CCR4
APP	CCR5
APP	CCR6
APP	CCR8
APP	CCR9
APP	PDE1A
APP	EPHB4
APP	F2RL1
APP	CXCR4
APP	LRP2
APP	TEK
APP	CRHR2
APP	GRM4
APP	P2RY14
APP	NPY5R
APP	NTRK3
APP	C3AR1
APP	NPSR1
APP	PROKR2
APP	RXFP4
APP	LPAR1
APP	SORL1
APP	NRCAM
APP	GHSR
APP	TNFRSF14
APP	KISS1R
APP	LINGO1
APP	ROBO3
APP	QRFPR
APP	F2RL3
APP	LPAR4
APP	MCHR1
APP	NMUR2
APP	NPFFR1
APP	HRH4
APP	NMUR1
APP	LPAR2
APP	RXFP3
APP	UTS2R
APP	HRH3
APP	NPFFR2
APP	PTGDR2
IL5	CSF2RA
IL5	IL3RA
SERPINE1	PLAUR
FGF1	TGFBR3
IL6	CNTFR
IL6	LIFR
EDN1	TACR2
EDN1	FPR2
EDN1	TACR1
EDN1	F2R
EDN1	HTR2A
EDN1	HTR2C
EDN1	NMBR
EDN1	TACR3
EDN1	BDKRB2
EDN1	GRPR
EDN1	AGTR1
EDN1	OXTR
EDN1	GNRHR
EDN1	NTSR1
EDN1	CCKAR
EDN1	CCKBR
EDN1	TRHR
EDN1	HRH1
EDN1	AVPR1A
EDN1	HTR2B
EDN1	XCR1
EDN1	BDKRB1
EDN1	GCGR
EDN1	AVPR1B
EDN1	F2RL1
EDN1	NPSR1
EDN1	PROKR2
EDN1	PROKR1
EDN1	LPAR1
EDN1	GHSR
EDN1	KISS1R
EDN1	QRFPR
EDN1	F2RL3
EDN1	LPAR4
EDN1	MCHR1
EDN1	NMUR2
EDN1	NPFFR1
EDN1	NMUR1
EDN1	LPAR2
EDN1	UTS2R
EDN1	NPFFR2
CCK	TACR2
CCK	EDNRB
CCK	FPR2
CCK	EDNRA
CCK	TACR1
CCK	F2R
CCK	HTR2A
CCK	HTR2C
CCK	NMBR
CCK	TACR3
CCK	BDKRB2
CCK	GRPR
CCK	AGTR1
CCK	OXTR
CCK	GNRHR
CCK	NTSR1
CCK	TRHR
CCK	HRH1
CCK	AVPR1A
CCK	HTR2B
CCK	XCR1
CCK	BDKRB1
CCK	GCGR
CCK	AVPR1B
CCK	F2RL1
CCK	NPSR1
CCK	PROKR2
CCK	PROKR1
CCK	LPAR1
CCK	GHSR
CCK	KISS1R
CCK	QRFPR
CCK	F2RL3
CCK	LPAR4
CCK	MCHR1
CCK	NMUR2
CCK	NPFFR1
CCK	NMUR1
CCK	LPAR2
CCK	UTS2R
CCK	NPFFR2
CRH	TSHR
CRH	LHCGR
CRH	FSHR
CRH	HRH2
CRH	AVPR2
CRH	CALCR
CRH	VIPR1
CRH	MC4R
CRH	MC5R
CRH	HTR7
CRH	ADCYAP1R1
CRH	VIPR2
CRH	MC3R
CRH	GLP1R
CRH	GCGR
CRH	SCTR
CRH	GIPR
CRH	PTH2R
CRH	HTR6
CRH	MC1R
CRH	GHRHR
CRH	PTH1R
CRH	HTR4
CRH	CALCRL
CRH	NPSR1
CRH	RXFP2
CRH	RXFP1
PROS1	MERTK
GRP	TACR2
GRP	EDNRB
GRP	FPR2
GRP	EDNRA
GRP	TACR1
GRP	F2R
GRP	HTR2A
GRP	HTR2C
GRP	TACR3
GRP	BDKRB2
GRP	AGTR1
GRP	OXTR
GRP	GNRHR
GRP	NTSR1
GRP	CCKAR
GRP	CCKBR
GRP	TRHR
GRP	HRH1
GRP	AVPR1A
GRP	HTR2B
GRP	XCR1
GRP	BDKRB1
GRP	GCGR
GRP	AVPR1B
GRP	F2RL1
GRP	NPSR1
GRP	PROKR2
GRP	PROKR1
GRP	LPAR1
GRP	GHSR
GRP	KISS1R
GRP	QRFPR
GRP	F2RL3
GRP	LPAR4
GRP	MCHR1
GRP	NMUR2
GRP	NPFFR1
GRP	NMUR1
GRP	LPAR2
GRP	UTS2R
GRP	NPFFR2
PSAP	SORT1
LAMB1	ITGB4
LAMB1	ITGA2
LAMB1	ITGA3
LAMB1	ITGA1
LAMB1	ITGA7
LAMB1	DAG1
THBS1	ITGA2B
THBS1	ITGA3
THBS1	CALCR
THBS1	LRP2
INHBA	ACVRL1
INHBA	ACVR1C
NMB	TACR2
NMB	EDNRB
NMB	FPR2
NMB	EDNRA
NMB	TACR1
NMB	F2R
NMB	HTR2A
NMB	HTR2C
NMB	TACR3
NMB	BDKRB2
NMB	AGTR1
NMB	OXTR
NMB	GNRHR
NMB	NTSR1
NMB	CCKAR
NMB	CCKBR
NMB	TRHR
NMB	HRH1
NMB	AVPR1A
NMB	HTR2B
NMB	XCR1
NMB	BDKRB1
NMB	GCGR
NMB	AVPR1B
NMB	F2RL1
NMB	NPSR1
NMB	PROKR2
NMB	PROKR1
NMB	LPAR1
NMB	GHSR
NMB	KISS1R
NMB	QRFPR
NMB	F2RL3
NMB	LPAR4
NMB	MCHR1
NMB	NMUR2
NMB	NPFFR1
NMB	NMUR1
NMB	LPAR2
NMB	UTS2R
NMB	NPFFR2
GIP	TSHR
GIP	LHCGR
GIP	FSHR
GIP	HRH2
GIP	AVPR2
GIP	CALCR
GIP	VIPR1
GIP	MC4R
GIP	MC5R
GIP	HTR7
GIP	CRHR1
GIP	ADCYAP1R1
GIP	VIPR2
GIP	MC3R
GIP	GLP1R
GIP	GCGR
GIP	SCTR
GIP	PTH2R
GIP	HTR6
GIP	MC2R
GIP	MC1R
GIP	GHRHR
GIP	PTH1R
GIP	CRHR2
GIP	HTR4
GIP	CALCRL
GIP	NPSR1
GIP	RXFP2
GIP	RXFP1
SCT	TSHR
SCT	LHCGR
SCT	FSHR
SCT	HRH2
SCT	AVPR2
SCT	CALCR
SCT	MC4R
SCT	MC5R
SCT	HTR7
SCT	CRHR1
SCT	MC3R
SCT	GLP1R
SCT	GCGR
SCT	GIPR
SCT	PTH2R
SCT	HTR6
SCT	MC2R
SCT	MC1R
SCT	GHRHR
SCT	PTH1R
SCT	CRHR2
SCT	HTR4
SCT	CALCRL
SCT	NPSR1
SCT	RXFP2
SCT	RXFP1
NPS	TSHR
NPS	TACR2
NPS	LHCGR
NPS	FSHR
NPS	EDNRB
NPS	HRH2
NPS	FPR2
NPS	EDNRA
NPS	TACR1
NPS	F2R
NPS	HTR2A
NPS	HTR2C
NPS	NMBR
NPS	TACR3
NPS	BDKRB2
NPS	AVPR2
NPS	GRPR
NPS	AGTR1
NPS	OXTR
NPS	GNRHR
NPS	CALCR
NPS	NTSR1
NPS	CCKAR
NPS	CCKBR
NPS	VIPR1
NPS	MC4R
NPS	MC5R
NPS	HTR7
NPS	TRHR
NPS	CRHR1
NPS	HRH1
NPS	AVPR1A
NPS	ADCYAP1R1
NPS	VIPR2
NPS	HTR2B
NPS	MC3R
NPS	GLP1R
NPS	XCR1
NPS	BDKRB1
NPS	GCGR
NPS	SCTR
NPS	AVPR1B
NPS	GIPR
NPS	PTH2R
NPS	HTR6
NPS	F2RL1
NPS	MC2R
NPS	MC1R
NPS	GHRHR
NPS	PTH1R
NPS	CRHR2
NPS	HTR4
NPS	CALCRL
NPS	PROKR2
NPS	PROKR1
NPS	RXFP2
NPS	LPAR1
NPS	GHSR
NPS	KISS1R
NPS	QRFPR
NPS	F2RL3
NPS	LPAR4
NPS	MCHR1
NPS	NMUR2
NPS	NPFFR1
NPS	NMUR1
NPS	LPAR2
NPS	RXFP1
NPS	UTS2R
NPS	NPFFR2
SAA1	TACR2
SAA1	C5AR1
SAA1	EDNRB
SAA1	CXCR1
SAA1	CXCR2
SAA1	EDNRA
SAA1	TACR1
SAA1	ACKR3
SAA1	F2R
SAA1	NPY1R
SAA1	HTR1D
SAA1	HTR1B
SAA1	HTR2A
SAA1	HTR2C
SAA1	NMBR
SAA1	TACR3
SAA1	BDKRB2
SAA1	GRPR
SAA1	AGTR1
SAA1	OXTR
SAA1	SSTR1
SAA1	SSTR2
SAA1	HTR1F
SAA1	GNRHR
SAA1	NTSR1
SAA1	SSTR4
SAA1	CCKAR
SAA1	CCKBR
SAA1	CCR1
SAA1	CCR7
SAA1	CXCR5
SAA1	SSTR3
SAA1	TRHR
SAA1	SSTR5
SAA1	HRH1
SAA1	OPRM1
SAA1	APLNR
SAA1	AVPR1A
SAA1	OPRD1
SAA1	OPRK1
SAA1	OPRL1
SAA1	HTR2B
SAA1	CCR2
SAA1	CCR10
SAA1	XCR1
SAA1	BDKRB1
SAA1	GALR1
SAA1	GCGR
SAA1	HTR5A
SAA1	AVPR1B
SAA1	MTNR1A
SAA1	NPBWR1
SAA1	NPY2R
SAA1	MTNR1B
SAA1	CXCR3
SAA1	AGTR2
SAA1	NPY4R
SAA1	CCR3
SAA1	CCR4
SAA1	CCR5
SAA1	CCR6
SAA1	CCR8
SAA1	CCR9
SAA1	F2RL1
SAA1	CXCR4
SAA1	GRM4
SAA1	P2RY14
SAA1	NPY5R
SAA1	C3AR1
SAA1	NPSR1
SAA1	PROKR2
SAA1	PROKR1
SAA1	RXFP4
SAA1	SCARB1
SAA1	LPAR1
SAA1	GHSR
SAA1	KISS1R
SAA1	QRFPR
SAA1	F2RL3
SAA1	LPAR4
SAA1	MCHR1
SAA1	NMUR2
SAA1	NPFFR1
SAA1	HRH4
SAA1	NMUR1
SAA1	LPAR2
SAA1	RXFP3
SAA1	UTS2R
SAA1	HRH3
SAA1	NPFFR2
SAA1	PTGDR2
PYY	FPR1
PYY	C5AR1
PYY	CXCR1
PYY	CXCR2
PYY	FPR2
PYY	ACKR3
PYY	HTR1D
PYY	HTR1B
PYY	BDKRB2
PYY	SSTR1
PYY	SSTR2
PYY	HTR1F
PYY	SSTR4
PYY	CCR1
PYY	CCR7
PYY	CXCR5
PYY	SSTR3
PYY	SSTR5
PYY	OPRM1
PYY	APLNR
PYY	OPRD1
PYY	OPRK1
PYY	OPRL1
PYY	CCR2
PYY	CCR10
PYY	BDKRB1
PYY	GALR1
PYY	HTR5A
PYY	MTNR1A
PYY	NPBWR1
PYY	MTNR1B
PYY	CXCR3
PYY	AGTR2
PYY	CCR3
PYY	CCR4
PYY	CCR5
PYY	CCR6
PYY	CCR8
PYY	CCR9
PYY	CXCR4
PYY	GRM4
PYY	P2RY14
PYY	C3AR1
PYY	RXFP4
PYY	LPAR1
PYY	MCHR1
PYY	NMUR2
PYY	HRH4
PYY	NMUR1
PYY	LPAR2
PYY	RXFP3
PYY	HRH3
PYY	PTGDR2
CALCB	TSHR
CALCB	LHCGR
CALCB	FSHR
CALCB	HRH2
CALCB	AVPR2
CALCB	VIPR1
CALCB	MC4R
CALCB	MC5R
CALCB	HTR7
CALCB	CRHR1
CALCB	ADCYAP1R1
CALCB	VIPR2
CALCB	MC3R
CALCB	GLP1R
CALCB	GCGR
CALCB	SCTR
CALCB	GIPR
CALCB	PTH2R
CALCB	HTR6
CALCB	MC2R
CALCB	MC1R
CALCB	GHRHR
CALCB	PTH1R
CALCB	CRHR2
CALCB	HTR4
CALCB	NPSR1
CALCB	RXFP2
CALCB	RXFP1
GZMB	NOTCH2
GZMB	NOTCH3
SPP1	ITGA8
SPP1	NCSTN
TGFB3	ITGB5
TGFB3	ITGB6
TGFB3	ITGB8
TFPI	F3
IAPP	TSHR
IAPP	LHCGR
IAPP	FSHR
IAPP	HRH2
IAPP	AVPR2
IAPP	VIPR1
IAPP	MC4R
IAPP	MC5R
IAPP	HTR7
IAPP	CRHR1
IAPP	ADCYAP1R1
IAPP	VIPR2
IAPP	MC3R
IAPP	GLP1R
IAPP	GCGR
IAPP	SCTR
IAPP	GIPR
IAPP	PTH2R
IAPP	HTR6
IAPP	MC2R
IAPP	MC1R
IAPP	GHRHR
IAPP	PTH1R
IAPP	CRHR2
IAPP	HTR4
IAPP	CALCRL
IAPP	NPSR1
IAPP	RXFP2
IAPP	RXFP1
PTHLH	TSHR
PTHLH	LHCGR
PTHLH	FSHR
PTHLH	HRH2
PTHLH	AVPR2
PTHLH	CALCR
PTHLH	VIPR1
PTHLH	MC4R
PTHLH	MC5R
PTHLH	HTR7
PTHLH	CRHR1
PTHLH	ADCYAP1R1
PTHLH	VIPR2
PTHLH	MC3R
PTHLH	GLP1R
PTHLH	GCGR
PTHLH	SCTR
PTHLH	GIPR
PTHLH	HTR6
PTHLH	MC2R
PTHLH	MC1R
PTHLH	GHRHR
PTHLH	CRHR2
PTHLH	HTR4
PTHLH	CALCRL
PTHLH	NPSR1
PTHLH	RXFP2
PTHLH	RXFP1
BMP2	FGFR2
BMP2	FGFR4
BMP2	FGFR3
BMP2	NEO1
BMP4	FGFR2
BMP4	FGFR4
BMP4	FGFR3
TDGF1	ACVR2B
CCL5	FPR1
CCL5	C5AR1
CCL5	CXCR1
CCL5	CXCR2
CCL5	FPR2
CCL5	ACKR3
CCL5	NPY1R
CCL5	HTR1D
CCL5	HTR1B
CCL5	BDKRB2
CCL5	SSTR1
CCL5	SSTR2
CCL5	HTR1F
CCL5	SSTR4
CCL5	CCR7
CCL5	SSTR3
CCL5	SSTR5
CCL5	OPRM1
CCL5	APLNR
CCL5	OPRD1
CCL5	OPRK1
CCL5	OPRL1
CCL5	CCR2
CCL5	CCR10
CCL5	BDKRB1
CCL5	GALR1
CCL5	HTR5A
CCL5	MTNR1A
CCL5	NPBWR1
CCL5	NPY2R
CCL5	MTNR1B
CCL5	AGTR2
CCL5	NPY4R
CCL5	CCR6
CCL5	CCR8
CCL5	CCR9
CCL5	CXCR4
CCL5	GRM4
CCL5	P2RY14
CCL5	NPY5R
CCL5	C3AR1
CCL5	RXFP4
CCL5	LPAR1
CCL5	MCHR1
CCL5	NMUR2
CCL5	HRH4
CCL5	NMUR1
CCL5	LPAR2
CCL5	RXFP3
CCL5	HRH3
CCL5	PTGDR2
HLA-E	ITGA6
HLA-E	KLRK1
HLA-E	PLXNA3
HLA-E	EPHB4
EDN3	TACR2
EDN3	FPR2
EDN3	TACR1
EDN3	F2R
EDN3	HTR2A
EDN3	HTR2C
EDN3	NMBR
EDN3	TACR3
EDN3	BDKRB2
EDN3	GRPR
EDN3	AGTR1
EDN3	OXTR
EDN3	GNRHR
EDN3	NTSR1
EDN3	CCKAR
EDN3	CCKBR
EDN3	TRHR
EDN3	HRH1
EDN3	AVPR1A
EDN3	HTR2B
EDN3	XCR1
EDN3	BDKRB1
EDN3	GCGR
EDN3	AVPR1B
EDN3	F2RL1
EDN3	NPSR1
EDN3	PROKR2
EDN3	PROKR1
EDN3	LPAR1
EDN3	GHSR
EDN3	KISS1R
EDN3	QRFPR
EDN3	F2RL3
EDN3	LPAR4
EDN3	MCHR1
EDN3	NMUR2
EDN3	NPFFR1
EDN3	NMUR1
EDN3	LPAR2
EDN3	UTS2R
EDN3	NPFFR2
HGF	CD44
NID1	NOTCH1
NID1	NOTCH2
NID1	NOTCH3
HSP90B1	BMPR1A
HSP90B1	AMFR
LIF	CNTFR
VEGFA	PDGFRA
VEGFA	AXL
VEGFA	FLT4
CCL3L3	CCR3
ADCYAP1	LHCGR
ADCYAP1	FSHR
ADCYAP1	HRH2
ADCYAP1	AVPR2
ADCYAP1	CALCR
ADCYAP1	MC4R
ADCYAP1	MC5R
ADCYAP1	HTR7
ADCYAP1	CRHR1
ADCYAP1	MC3R
ADCYAP1	GLP1R
ADCYAP1	GCGR
ADCYAP1	GIPR
ADCYAP1	PTH2R
ADCYAP1	HTR6
ADCYAP1	MC2R
ADCYAP1	MC1R
ADCYAP1	GHRHR
ADCYAP1	PTH1R
ADCYAP1	CRHR2
ADCYAP1	HTR4
ADCYAP1	CALCRL
ADCYAP1	NTRK2
ADCYAP1	NPSR1
ADCYAP1	RXFP2
ADCYAP1	RXFP1
CXCL2	FPR1
CXCL2	C5AR1
CXCL2	FPR2
CXCL2	ACKR3
CXCL2	NPY1R
CXCL2	HTR1D
CXCL2	HTR1B
CXCL2	BDKRB2
CXCL2	SSTR1
CXCL2	SSTR2
CXCL2	HTR1F
CXCL2	SSTR4
CXCL2	CCR1
CXCL2	CCR7
CXCL2	CXCR5
CXCL2	SSTR3
CXCL2	SSTR5
CXCL2	OPRM1
CXCL2	APLNR
CXCL2	OPRD1
CXCL2	OPRK1
CXCL2	OPRL1
CXCL2	CCR2
CXCL2	CCR10
CXCL2	BDKRB1
CXCL2	GALR1
CXCL2	HTR5A
CXCL2	MTNR1A
CXCL2	NPBWR1
CXCL2	NPY2R
CXCL2	MTNR1B
CXCL2	CXCR3
CXCL2	AGTR2
CXCL2	NPY4R
CXCL2	CCR3
CXCL2	CCR4
CXCL2	CCR5
CXCL2	CCR6
CXCL2	CCR8
CXCL2	CCR9
CXCL2	CXCR4
CXCL2	GRM4
CXCL2	P2RY14
CXCL2	NPY5R
CXCL2	C3AR1
CXCL2	RXFP4
CXCL2	LPAR1
CXCL2	MCHR1
CXCL2	NMUR2
CXCL2	HRH4
CXCL2	NMUR1
CXCL2	LPAR2
CXCL2	RXFP3
CXCL2	HRH3
CXCL2	PTGDR2
CXCL3	FPR1
CXCL3	C5AR1
CXCL3	FPR2
CXCL3	ACKR3
CXCL3	NPY1R
CXCL3	HTR1D
CXCL3	HTR1B
CXCL3	BDKRB2
CXCL3	SSTR1
CXCL3	SSTR2
CXCL3	HTR1F
CXCL3	SSTR4
CXCL3	CCR1
CXCL3	CCR7
CXCL3	CXCR5
CXCL3	SSTR3
CXCL3	SSTR5
CXCL3	OPRM1
CXCL3	APLNR
CXCL3	OPRD1
CXCL3	OPRK1
CXCL3	OPRL1
CXCL3	CCR2
CXCL3	CCR10
CXCL3	BDKRB1
CXCL3	GALR1
CXCL3	HTR5A
CXCL3	MTNR1A
CXCL3	NPBWR1
CXCL3	NPY2R
CXCL3	MTNR1B
CXCL3	CXCR3
CXCL3	AGTR2
CXCL3	NPY4R
CXCL3	CCR3
CXCL3	CCR4
CXCL3	CCR5
CXCL3	CCR6
CXCL3	CCR8
CXCL3	CCR9
CXCL3	CXCR4
CXCL3	GRM4
CXCL3	P2RY14
CXCL3	NPY5R
CXCL3	C3AR1
CXCL3	RXFP4
CXCL3	LPAR1
CXCL3	MCHR1
CXCL3	NMUR2
CXCL3	HRH4
CXCL3	NMUR1
CXCL3	LPAR2
CXCL3	RXFP3
CXCL3	HRH3
CXCL3	PTGDR2
TAC1	EDNRB
TAC1	FPR2
TAC1	EDNRA
TAC1	F2R
TAC1	HTR2A
TAC1	HTR2C
TAC1	NMBR
TAC1	BDKRB2
TAC1	GRPR
TAC1	AGTR1
TAC1	OXTR
TAC1	GNRHR
TAC1	NTSR1
TAC1	CCKAR
TAC1	CCKBR
TAC1	TRHR
TAC1	HRH1
TAC1	AVPR1A
TAC1	OPRD1
TAC1	HTR2B
TAC1	XCR1
TAC1	BDKRB1
TAC1	GCGR
TAC1	AVPR1B
TAC1	F2RL1
TAC1	NPSR1
TAC1	PROKR2
TAC1	PROKR1
TAC1	LPAR1
TAC1	GHSR
TAC1	KISS1R
TAC1	QRFPR
TAC1	F2RL3
TAC1	LPAR4
TAC1	MCHR1
TAC1	NMUR2
TAC1	NPFFR1
TAC1	NMUR1
TAC1	LPAR2
TAC1	UTS2R
TAC1	NPFFR2
PMCH	TACR2
PMCH	FPR1
PMCH	C5AR1
PMCH	EDNRB
PMCH	CXCR1
PMCH	CXCR2
PMCH	FPR2
PMCH	EDNRA
PMCH	TACR1
PMCH	ACKR3
PMCH	F2R
PMCH	NPY1R
PMCH	HTR1D
PMCH	HTR1B
PMCH	HTR2A
PMCH	HTR2C
PMCH	NMBR
PMCH	TACR3
PMCH	BDKRB2
PMCH	GRPR
PMCH	AGTR1
PMCH	OXTR
PMCH	SSTR1
PMCH	SSTR2
PMCH	HTR1F
PMCH	GNRHR
PMCH	NTSR1
PMCH	SSTR4
PMCH	CCKAR
PMCH	CCKBR
PMCH	CCR1
PMCH	CCR7
PMCH	CXCR5
PMCH	SSTR3
PMCH	TRHR
PMCH	SSTR5
PMCH	HRH1
PMCH	OPRM1
PMCH	APLNR
PMCH	AVPR1A
PMCH	OPRD1
PMCH	OPRK1
PMCH	OPRL1
PMCH	HTR2B
PMCH	CCR2
PMCH	CCR10
PMCH	XCR1
PMCH	BDKRB1
PMCH	GALR1
PMCH	GCGR
PMCH	HTR5A
PMCH	AVPR1B
PMCH	MTNR1A
PMCH	NPBWR1
PMCH	NPY2R
PMCH	MTNR1B
PMCH	CXCR3
PMCH	AGTR2
PMCH	NPY4R
PMCH	CCR3
PMCH	CCR4
PMCH	CCR5
PMCH	CCR6
PMCH	CCR8
PMCH	CCR9
PMCH	F2RL1
PMCH	CXCR4
PMCH	GRM4
PMCH	P2RY14
PMCH	NPY5R
PMCH	C3AR1
PMCH	NPSR1
PMCH	PROKR2
PMCH	PROKR1
PMCH	RXFP4
PMCH	LPAR1
PMCH	GHSR
PMCH	KISS1R
PMCH	QRFPR
PMCH	F2RL3
PMCH	LPAR4
PMCH	NMUR2
PMCH	NPFFR1
PMCH	HRH4
PMCH	NMUR1
PMCH	LPAR2
PMCH	RXFP3
PMCH	UTS2R
PMCH	HRH3
PMCH	NPFFR2
PMCH	PTGDR2
TRH	TACR2
TRH	EDNRB
TRH	FPR2
TRH	EDNRA
TRH	TACR1
TRH	F2R
TRH	HTR2A
TRH	HTR2C
TRH	NMBR
TRH	TACR3
TRH	BDKRB2
TRH	GRPR
TRH	AGTR1
TRH	OXTR
TRH	GNRHR
TRH	NTSR1
TRH	CCKAR
TRH	CCKBR
TRH	HRH1
TRH	AVPR1A
TRH	HTR2B
TRH	XCR1
TRH	BDKRB1
TRH	GCGR
TRH	AVPR1B
TRH	F2RL1
TRH	NPSR1
TRH	PROKR2
TRH	PROKR1
TRH	LPAR1
TRH	GHSR
TRH	KISS1R
TRH	QRFPR
TRH	F2RL3
TRH	LPAR4
TRH	MCHR1
TRH	NMUR2
TRH	NPFFR1
TRH	NMUR1
TRH	LPAR2
TRH	UTS2R
TRH	NPFFR2
EDN2	TACR2
EDN2	FPR2
EDN2	TACR1
EDN2	F2R
EDN2	HTR2A
EDN2	HTR2C
EDN2	NMBR
EDN2	TACR3
EDN2	BDKRB2
EDN2	GRPR
EDN2	AGTR1
EDN2	OXTR
EDN2	GNRHR
EDN2	NTSR1
EDN2	CCKAR
