"","MoDC_6H_M4","MoDC_6H_M1","MoDC_6H_M2","MoDC_6H_M3","MoDC_48Hwash_M4","MoDC_48Hwash_M3","MoDC_48Hwash_M1","MoDC_48Hwash_M2","Naive_MoDC_M3","Naive_MoDC_M1","Naive_MoDC_M2"
"Zfp106",-0.63,-1.3,-1.2,-1.6,0.61,0.81,0.82,0.86,-0.09,0.84,0.87
"Chst12",-0.89,-1.21,-1.06,-1.58,0.95,0.88,0.9,0.75,-0.19,0.77,0.68
"Ddi2",-0.54,-1.46,-1.26,-1.58,0.53,0.64,0.7,0.74,0.5,0.94,0.8
"Peli2",-0.4,-1.31,-1.49,-1.59,0.76,0.58,0.86,0.71,0.5,0.7,0.68
"Nfic",-0.51,-1.23,-1.36,-1.62,0.45,0.16,0.84,1.01,0.91,0.48,0.86
"Ski",-0.65,-1.33,-1.58,-1.27,0.45,0.49,0.81,0.87,0.9,0.36,0.95
"Agfg2",-0.6,-1.22,-1.65,-1.39,0.56,0.67,0.77,0.84,0.72,0.44,0.86
"Samd1",-0.25,-1.11,-1.71,-1.46,0.34,0.56,0.8,0.95,0.28,0.42,1.19
"Dusp13",-0.38,-1.24,-1.61,-1.35,0.71,0.52,0.63,1.15,0.08,0.35,1.13
"Sipa1l3",-0.53,-1.14,-1.32,-1.62,0.29,0.69,1.02,1.14,0.41,0.04,1.01
"Ica1",-0.81,-0.95,-1.32,-1.68,0.81,0.64,0.96,0.81,0.18,0.29,1.07
"Tbc1d2",-0.53,-1.7,-1.38,-1.19,0.71,0.83,0.54,0.63,0.31,0.85,0.91
"Prkch",-0.66,-1.75,-1.42,-0.98,0.38,0.77,0.86,0.69,0.51,0.63,0.97
"Mtss1",-0.69,-1.52,-1.55,-1,0.32,0.82,0.71,0.75,0.22,0.9,1.05
"Mknk2",-0.64,-1.49,-1.23,-1.43,0.3,0.57,0.59,0.67,0.56,0.91,1.2
"Srpk2",-0.42,-1.5,-1.22,-1.47,0.22,0.9,0.51,0.75,0.12,0.89,1.21
"Atosa",-0.37,-1.53,-1.36,-1.37,0.35,0.89,0.59,0.72,0.1,0.91,1.09
"Dnajc9",-0.41,-1.27,-1.81,-1.19,0.64,0.7,0.88,0.34,0.45,0.56,1.11
"Dglucy",-0.41,-1.38,-1.59,-1.35,0.73,0.93,0.86,0.34,0.61,0.34,0.92
"St3gal2",-0.42,-1.4,-1.73,-1.2,0.4,0.89,0.9,0.68,0.55,0.64,0.7
"Nrros",-0.22,-1.32,-1.56,-1.46,0.15,1.05,1,0.8,0.43,0.35,0.77
"Cdk19",-0.64,-1.62,-1.19,-1.33,0.46,0.38,1.2,0.92,0.51,0.8,0.5
"Tbc1d5",-0.81,-1.32,-1.4,-1.37,0.41,0.74,0.79,0.81,0.75,0.99,0.41
"Stard9",-0.67,-1.54,-1.19,-1.39,0.22,0.98,1.01,0.86,0.64,0.74,0.35
"Bmf",-0.26,-1.85,-0.92,-1.49,0.23,1.01,1.02,0.72,0.5,0.39,0.65
"Ccdc125",-0.29,-1.51,-1.33,-1.43,0.42,0.96,1.03,1.02,0.72,0.26,0.16
"Cep19",-0.32,-1.56,-1.49,-1.24,0.55,1.15,1,0.82,0.32,0.42,0.35
"Gramd4",-0.78,-1.3,-1.1,-1.57,0.43,0.95,0.95,1.23,0.18,0.46,0.56
"Vegfb",-0.8,-1.2,-1.3,-1.34,-0.02,0.88,1.18,1.22,0.31,0.3,0.78
"Abhd14b",-0.63,-1.36,-1.26,-1.4,0.1,0.98,1.25,1.03,0.22,0.46,0.61
"Rbl2",-1.33,-1.21,-1.05,-1.23,0.51,1.03,1.11,1.03,0.26,0.65,0.22
"Elp3",-1.22,-1.21,-1.01,-1.44,0.37,0.83,1.14,0.9,0.3,0.7,0.65
"AI467606",-1.06,-1.19,-1.1,-1.58,0.6,0.9,0.96,0.91,0.44,0.68,0.43
"Pcyox1",-0.88,-1.16,-1.41,-1.28,0.29,1.31,1.07,0.85,0.19,0.4,0.62
"Abhd8",-1.09,-1.15,-1.4,-1.17,0.76,0.98,1.02,1.04,0.08,0.34,0.61
"Tex2",-0.9,-1.2,-1.45,-1.31,0.61,0.88,0.99,0.96,0.08,0.65,0.69
"Setd7",-0.95,-1.07,-1.49,-1.39,0.46,0.9,1.02,0.98,0.38,0.55,0.6
"Slc5a3",-0.68,-1.58,-1.29,-1.14,0.97,0.85,0.99,1.09,0.28,0.18,0.34
"Fcgr3",-0.7,-1.36,-1.53,-1.27,0.72,0.93,0.91,0.88,0.42,0.32,0.68
"Uqcc3",-0.68,-1.53,-1.31,-1.33,0.68,0.6,1.03,0.98,0.65,0.31,0.59
"Cxcr4",-0.93,-1.53,-1.23,-1.24,0.76,0.66,1.02,0.92,0.45,0.57,0.55
"Arhgap27",-0.46,-1.2,-1.11,-1.85,0.78,0.75,0.98,1.08,0.43,0.3,0.31
"Klhl12",-1.05,-1.03,-0.83,-1.8,0.87,0.9,1.18,0.77,0.41,0.18,0.4
"Pdlim2",-0.81,-0.95,-1.24,-1.66,0.99,0.95,1.12,0.82,-0.02,0.33,0.48
"Napepld",0.06,-0.41,-1.55,-1.91,-0.09,0.59,-0.23,0.82,0.89,0.58,1.25
"Fermt3",-0.44,-0.6,-1.53,-1.58,-0.02,0.08,0.45,0.84,0.55,0.47,1.78
"Firre",-0.44,-0.93,-1.44,-1.46,-0.29,0.15,0.53,0.75,0.83,0.67,1.63
"Cdk4",-0.57,-0.75,-1.51,-1.66,0.53,0.16,0.46,0.69,0.78,0.33,1.54
"Slc1a5",-0.32,-0.85,-1.45,-1.61,0.61,0.05,0.15,0.41,1.19,0.29,1.55
"Cinp",-1.17,-0.95,-1.29,-1.23,0.62,0.12,0.16,0.83,0.59,0.71,1.61
"Ell",-1.04,-0.96,-1.19,-1.39,0.26,0.27,0.49,1.03,0.1,0.88,1.56
"Atg2a",-1.05,-0.61,-1.47,-1.43,0.48,-0.29,0.84,0.83,0.88,0.61,1.21
"Dgkz",-0.72,-0.98,-1.61,-1.37,0.77,-0.2,0.79,0.88,0.83,0.91,0.71
"Dctpp1",-0.79,-1.33,-1.31,-1.39,0.9,0,0.74,0.66,0.84,0.67,1.01
"Fam210a",-0.14,-1.09,-2.08,-0.78,0.27,-0.09,0.43,0.77,0.73,0.51,1.48
"Fance",-0.18,-1.19,-2.02,-1.03,0.26,0.36,0.49,0.5,0.7,1.02,1.09
"Fkbp4",-0.54,-1.28,-1.62,-1.1,0.21,0.06,1.05,1.26,0.28,0.92,0.76
"Mtmr10",-1.11,-1.17,-1.41,-1.01,0.22,-0.02,0.49,1.14,0.76,1.11,1
"Hectd3",-0.77,-1.52,-1.43,-0.95,0.44,0.1,0.73,0.82,0.29,1.32,0.97
"Zfp688",-0.56,-1.31,-1.74,-0.67,1.2,0.09,-0.11,1.16,0.13,0.81,1
"Trim2",-0.99,-1.24,-1.79,-0.55,0.56,0.83,-0.19,0.94,0.59,0.78,1.05
"Xylb",-1.2,-0.28,-2.06,-0.76,0.51,0.15,0.11,1.23,0.56,0.82,0.93
"Zkscan5",-0.81,-0.64,-1.84,-1.08,0.59,0.05,0.62,1.31,-0.17,1,0.96
"Ulk3",-0.59,-0.47,-1.93,-0.98,0.9,0.17,0.02,1.11,-0.43,1.34,0.86
"Mmachc",-0.71,0.29,-2,-1.52,0.87,0.73,0.44,0.97,-0.17,0.45,0.66
"Tmem198b",-0.42,-0.05,-2.32,-1.11,0.86,0.79,0.68,0.13,-0.17,0.7,0.91
"Pradc1",-0.77,-0.76,-1.83,-1.12,1.05,0.42,0.42,0.86,-0.08,0.49,1.33
"Tmem175",-0.82,-0.75,-1.68,-1.34,0.9,0.95,0.88,0.3,-0.06,0.49,1.15
"Mfsd3",-1.15,-0.83,-1.56,-1.11,1.17,0.37,0.98,0.49,-0.03,0.53,1.14
"Inpp5e",-0.28,-0.91,-1.86,-1.04,1.52,0.83,0.72,0.17,-0.41,0.6,0.67
"Mrpl40",-0.63,-0.31,-1.95,-1.2,1.75,0.64,0.56,0.62,0.14,0.17,0.22
"Gm15545",-0.55,-0.47,-1.94,-0.99,1.59,0.52,0.49,1.05,-0.48,0.23,0.55
"Slx1b",0.16,-0.49,-1.62,-1.82,0.21,0.8,0.96,1.38,0.04,0.5,-0.12
"Rassf2",0.01,-1.07,-1.16,-1.96,0.27,0.78,1.26,1.02,0.07,0.26,0.54
"Fbf1",-0.07,-0.49,-2.07,-1.03,0.25,0.45,1.48,0.9,-0.36,1.02,-0.08
"Ufsp2",0.44,-0.81,-2.12,-1.18,0.65,0.92,0.75,0.96,-0.36,0.14,0.61
"Afg1l",0.19,-0.8,-1.92,-1.36,0.33,0.59,1.49,0.97,0.13,-0.02,0.41
"1810034E14Rik",-0.03,-1.01,-2.14,-0.76,0.44,0.77,1.27,0.96,-0.05,-0.16,0.71
"Sntb2",-0.14,-0.35,-1.8,-1.39,0.36,0.98,1.04,1.01,1.08,-0.49,-0.29
"Cep97",-0.74,-0.34,-1.45,-1.78,1.15,0.43,1,0.89,0.85,-0.14,0.13
"Kantr",-0.64,-0.43,-1.4,-1.68,0.87,0.94,0.76,0.64,1.2,-0.64,0.39
"Nisch",-0.58,-0.78,-1.47,-1.57,1.02,0.81,0.7,1.02,1.08,-0.22,-0.01
"Ppcdc",-0.29,-0.72,-1.77,-1.61,0.81,0.87,0.8,0.72,1.01,-0.08,0.26
"Cnpy4",-0.82,-0.89,-1.86,-0.89,1.15,0.74,0.6,1.11,0.8,-0.27,0.33
"Coasy",-0.48,-1.13,-1.94,-0.86,0.62,1,0.86,1.24,0.41,-0.07,0.34
"Mtrf1",-0.03,-1.03,-1.25,-1.66,1.05,1.11,0.55,1.12,0.51,-0.62,0.26
"Zmynd8",-0.04,-1.12,-1.53,-1.37,0.9,0.89,0.96,1.1,0.7,-0.52,0.02
"Abca3",-0.27,-0.43,-1.71,-1.52,0.64,0.93,1.06,1.37,0.16,-0.42,0.19
"Enkd1",-0.08,-0.46,-1.74,-1.41,1.31,0.95,0.47,1.14,0.24,-0.7,0.27
"Ipo11",-0.4,-1.06,-1.88,-0.83,0.21,1.59,0.13,1.15,0.54,0.01,0.54
"Ndufaf2",0.17,-0.96,-1.91,-1.34,0.28,1.23,0.64,0.96,0.79,-0.11,0.25
"Ss18l2",-0.46,-0.93,-1.64,-1.27,-0.06,1.52,0.7,0.84,1.01,0.3,-0.01
"Bin3",0.19,-0.91,-2.29,-0.85,0.49,0.77,0.73,0.68,1.13,-0.15,0.21
"Rnasel",0.09,-1.13,-1.88,-1.23,0.29,0.89,0.72,0.36,1.43,0.28,0.17
"Sac3d1",0,-0.62,-1.95,-1.54,0.26,0.59,0.7,1.11,0.86,-0.14,0.74
"Snx33",-0.24,-0.84,-1.77,-1.44,-0.11,0.4,0.89,1.33,0.99,0.3,0.49
"Kptn",-0.14,-1.11,-1.81,-1.49,0.64,0.5,0.67,0.43,1.1,0.56,0.66
"Nxn",0.15,-1.32,-1.63,-1.47,0.04,0.41,0.55,0.67,1.27,0.58,0.75
"Trerf1",0.03,-1.16,-1.73,-1.54,0.06,0.63,0.73,0.67,1.01,0.77,0.53
"Rusc1",0.47,-0.64,-2.03,-1.65,0.07,0.72,0.36,0.59,0.81,0.74,0.57
"Stt3b",-0.1,-1.04,-1.79,-1.48,0.19,1.02,0.58,0.81,1.07,0.3,0.45
"Ttc3",-0.08,-1.2,-1.86,-1.25,-0.09,1.13,0.64,0.6,0.8,0.67,0.63
"Gm29668",-0.69,-0.8,-0.1,-0.84,1.05,-0.26,-0.35,-0.7,1.66,1.76,-0.73
"B230322F03Rik",-0.64,-0.74,-0.77,-0.78,0.41,0.07,-0.39,-1.01,1.54,2.01,0.3
"Atic",-1.48,-0.54,-0.81,-0.71,0.81,0.24,-0.75,-0.38,1.39,1.61,0.62
"Adss",-1.35,-0.88,-0.39,-0.87,1.21,0.33,-0.61,-0.77,1.21,1.42,0.69
"Tmem245",-0.69,-1.61,-0.71,0.2,-0.07,-0.18,0.47,-0.28,0.86,2.29,-0.28
"Morn1",-0.86,-0.4,-1.01,-1.02,0.35,-0.9,0.31,0.67,0.97,2.13,-0.26
"Dguok",-0.76,-1.18,-0.9,-1.46,1.19,0.19,0.6,0.32,0.57,1.67,-0.23
"Exosc5",-1.1,-0.64,-1.01,-1.19,1.14,-0.45,0.65,-0.08,0.8,1.83,0.05
"Sergef",-1.28,-0.74,-1.08,-0.59,0.97,0.05,0.41,-0.85,1.94,0.6,0.57
"Tst",-0.92,-0.76,-0.84,-0.86,1.25,-0.62,0.27,-0.27,2.06,0.87,-0.18
"Hint2",-1.78,-0.42,-0.79,-0.97,0.89,-0.29,-0.09,0.34,1.78,0.77,0.55
"Mpv17l2",-1.81,-0.35,-0.67,-0.64,0.21,-0.05,-0.13,0.18,2.27,0.47,0.52
"Ech1",-1.76,-0.84,-0.62,-0.83,0.41,0.05,0.28,0.27,2.08,0.37,0.59
"Rfng",-1.62,-0.84,-0.81,-0.84,0.39,-0.16,0.27,0.39,2.02,0.34,0.86
"Ppp1ca",-1.85,-0.42,-0.36,-0.37,0.62,-0.74,0.08,0.1,2.22,0.43,0.28
"Spns1",-1.5,-1.03,-0.83,-0.18,0.95,-0.66,-0.12,-0.05,1.82,0.84,0.76
"Hnrnpl",-1.34,-0.78,-0.83,-0.41,0.98,-0.56,0.08,-0.11,2.25,0.11,0.61
"Palm",-1.26,-0.84,-1.05,-0.96,-0.16,0.02,0.9,1.13,1.87,0.13,0.22
"Bckdha",-1.36,-0.95,-1.04,-1.07,0.19,-0.15,0.56,0.81,1.79,0.8,0.42
"Iqsec1",-1.29,-0.96,-1.23,-1.15,0,0.18,0.8,1.09,1.42,0.77,0.36
"Ssna1",-1.01,-0.96,-0.88,-1,0.21,-0.79,0.66,1.07,1.93,0.25,0.52
"Ssbp4",-0.91,-0.78,-1.08,-0.94,-0.49,-0.62,0.68,0.74,1.94,0.58,0.89
"Ogfod2",-1.59,-0.89,-1.46,-0.41,0.49,-0.41,0.7,1.17,1.16,0.66,0.58
"Abhd11",-1.74,-0.59,-1.69,-0.3,0.63,-0.19,0.63,0.83,1.18,0.6,0.64
"Snx15",-1.78,-0.27,-1.36,-0.94,0.28,-0.26,0.68,0.97,1.03,0.63,1.02
"G6pc3",-1.86,-0.17,-1.5,-0.61,0.11,-0.18,0.62,0.84,1.29,0.8,0.65
"Acads",-1.68,-0.8,-0.91,-0.65,0.67,-0.82,0.86,0.27,1.39,0.81,0.87
"Tmem259",-1.95,-0.61,-0.51,-0.39,0.44,-0.91,0.3,0.64,1.74,0.83,0.43
"Btbd2",-1.96,-1.06,-0.79,-0.17,0.6,-0.53,0.59,0.57,1.52,0.7,0.52
"Ptpa",-2.02,-0.17,-0.75,-0.77,-0.14,-0.58,0.97,0.51,1.34,1.01,0.6
"Tmem181a",-2.23,-0.05,-1.03,-0.41,0.13,-0.15,0.25,0.37,1.49,0.72,0.91
"Syne1",-0.46,-1.41,-1.34,-0.58,0.68,0.56,0.45,0.01,2.12,0.3,-0.32
"Cbx6",-0.67,-0.89,-1.4,-0.97,0.57,0.81,0.54,0.18,2.11,0.02,-0.31
"Tafazzin",-1.08,-0.5,-1.44,-0.85,0.67,0.25,0.35,0.38,2.19,0.36,-0.34
"Twnk",-0.87,-0.87,-1.75,-0.7,0.66,0.17,0.37,0.27,1.9,0.82,-0.01
"Uqcc1",-0.81,-1.4,-1.01,-1.21,1.13,0.43,0.77,0.42,1.63,0.01,0.04
"Cacnb1",-1.13,-1.37,-0.81,-0.83,1.25,0.52,0.79,0.36,1.63,0.09,-0.51
"Map4k2",-1.42,-1.43,-0.68,-0.84,0.52,0.55,0.55,0.28,1.92,0.27,0.27
"Zfp608",-1.47,-1.18,-0.74,-0.95,0.9,0.75,0.74,-0.33,1.67,0.29,0.32
"Phf1",-0.97,-2,-0.93,-0.58,0.94,0.23,0.59,0.4,1.41,0.47,0.45
"Atg14",-0.73,-1.85,-0.94,-0.97,0.51,0.42,0.22,0.57,1.34,1.26,0.18
"Mrps15",-0.63,-1.95,-0.85,-0.98,0.69,0.55,0.49,0.68,1.45,0.69,-0.15
"Ankmy2",-1.01,-1.64,-0.68,-1.23,0.63,0.55,0.73,0.34,1.53,0.78,0
"Stard10",-1.4,-1.32,-0.85,-0.22,0.06,-0.16,0.47,0.37,2.01,1.05,-0.01
"Naa10",-1.09,-1.9,-0.77,-0.47,0.29,0.32,0.14,0.67,1.78,0.56,0.46
"Slc27a1",-0.97,-1.46,-0.75,-0.77,-0.13,-0.06,0.34,0.55,2.17,0.43,0.66
"Dhx29",-1.04,-1.18,-1.13,-0.99,1.34,0.4,0.09,1.18,1.37,-0.12,0.08
"Rpp21",-1.35,-1.15,-0.71,-1.36,1.05,0.3,0.28,1.33,1.16,0.23,0.22
"Pnpla6",-1.12,-1.46,-0.93,-1.05,1.28,0,0.32,1,1.29,0.22,0.45
"Mrpl51",-1.31,-0.94,-0.54,-1.33,1.39,-0.02,1.31,0.61,1.12,-0.08,-0.2
"Agbl5",-1.44,-1.09,-0.5,-1.2,1.24,0.14,1.08,1.26,0.8,0.07,-0.35
"Rabl6",-1.2,-0.79,-0.67,-1.52,0.94,-0.5,1.12,0.91,1.38,0.13,0.19
"Yipf2",-0.84,-0.78,-0.84,-1.54,1.18,-0.11,0.69,0.87,1.71,-0.2,-0.14
"Ceacam16",-1.11,-0.79,-1.17,-0.96,0.66,-0.06,0.94,0.26,1.94,0.72,-0.43
"Pole2",-1.01,-0.61,-1.19,-1.2,0.42,-0.55,1.26,0.35,1.74,0.74,0.04
"Uqcc2",-1.65,-0.52,-0.92,-0.97,0.96,0.18,0.36,0.32,1.98,0.35,-0.09
"Park7",-1.56,-0.65,-0.99,-0.98,1.27,-0.45,0.29,0.56,1.58,0.32,0.61
"Zpr1",-1.53,-0.46,-1.16,-0.71,1.36,-0.36,0.57,0.21,1.78,0,0.31
"Gstt2",-1.23,-0.74,-1.59,-0.91,1.02,-0.15,0.22,0.6,1.48,0.79,0.51
"Glul",-1.09,-0.73,-1.72,-0.89,1.19,0.03,0.07,0.48,1.44,0.83,0.37
"Cdpf1",-1.39,-0.62,-1.62,-0.83,1.23,-0.39,0.83,0.62,0.84,0.74,0.6
"Aldh9a1",-1.08,-0.79,-1.31,-1.38,1.41,-0.16,0.55,0.23,1.02,0.72,0.8
"Metrn",-1.21,-0.86,-1.13,-1.15,1.5,-0.44,0.5,0.76,1.24,0.56,0.23
"Gpsm3",-1.24,-0.94,-1.18,-1.26,0.94,-0.07,0.81,0.82,1.46,0.28,0.4
"Tmem150b",-1.23,-0.95,-1.44,-1.03,0.76,0.21,1.09,0.8,1.37,0.14,0.29
"Siae",-1.54,-1.02,-1.01,-1.23,0.91,0.5,0.76,0.69,1.2,0.68,0.05
"E2f1",-1.31,-1.23,-1.12,-1.21,1.05,0.59,0.71,0.84,1.05,0.52,0.09
"Fbxl6",-1.27,-1.4,-0.75,-1.3,0.83,0.19,1.04,0.62,1.29,0.5,0.25
"Tatdn3",-1.21,-1.38,-1.08,-1.22,1,0.33,0.93,0.63,1.08,0.58,0.35
"Cdk2ap2",-1.14,-1,-1.16,-1.47,0.49,0.11,0.67,0.47,1.37,0.75,0.91
"Cad",-1.08,-0.75,-1.47,-1.23,0.74,-0.04,0.61,0.22,1.65,0.6,0.75
"Agap3",-1.04,-1.24,-1.22,-1.3,0.59,0.34,0.43,0.7,1.48,0.44,0.82
"Gnpda1",-1.27,-1.23,-1.18,-1.2,0.59,0.64,0.58,0.48,1.42,0.65,0.53
"Tmem250-ps",-1.19,-1.27,-1.42,-0.81,0.73,0.09,0.74,0.35,1.49,0.46,0.82
"Zer1",-0.86,-1.33,-1.64,-0.9,0.46,0.34,0.71,0.6,1.44,0.47,0.72
"Tifab",-1,-1.19,-1.57,-0.97,0.48,0.35,0.57,0.51,1.56,0.49,0.76
"Nhlrc3",-1.23,-1.25,-1.1,-1.3,1.18,0.73,0.45,0.3,1.08,0.65,0.48
"Bnip3l",-1.67,-1.24,-0.95,-0.93,1.05,0.55,0.46,0.37,1.21,0.53,0.62
"Chka",-1.1,-1.06,-1.13,-1.62,1.11,0.35,0.82,0.63,0.78,0.67,0.54
"1700017B05Rik",-1.27,-1.04,-1.14,-1.48,0.87,0.25,0.64,0.65,0.73,0.8,1.01
"H1f0",-1.23,-1.12,-1.08,-1.38,1.21,0.1,0.42,0.66,0.92,0.51,0.98
"Tsen15",-1.73,-0.34,-1.82,-0.14,0.22,1.26,0.39,1.09,0.65,0.41,0
"Pigh",-1.32,-0.07,-2.05,-0.49,0.73,1.29,0.77,0.49,0.85,0.09,-0.28
"Comtd1",-1.67,-0.72,-1.63,-0.24,0.65,0.66,-0.14,0.46,0.96,0.31,1.36
"Tmem205",-2.21,-0.48,-1.24,-0.35,0.19,0.67,0.42,0.64,1.21,0.42,0.73
"Slc2a8",-2.01,-0.7,-1.29,-0.58,0.32,0.75,0.28,1.11,0.64,0.73,0.76
"Cep70",-1.78,-0.76,-0.78,-0.7,0.15,1.42,0.91,0.94,0.79,0.52,-0.71
"5730409E04Rik",-2,-0.46,-1.09,-0.63,-0.13,0.86,0.59,1.28,0.92,0.76,-0.11
"Hcfc1r1",-2.08,-0.72,-0.85,-0.84,0.51,1.12,0.75,0.29,1.07,0.11,0.65
"Ccdc107",-2.38,-0.77,-0.32,-0.6,0.58,0.88,0.77,0.94,0.78,-0.13,0.25
"Rnaseh2c",-2.13,-0.46,-0.45,-1.03,-0.35,0.69,1.21,1.09,0.56,0.58,0.28
"Vwa8",-2.1,-0.59,-0.24,-1.17,-0.29,0.74,1.21,0.8,0.71,0.71,0.22
"Ndufs7",-2.33,-0.93,-0.34,-0.65,0.2,0.44,0.52,0.96,0.82,0.97,0.33
"Cln6",-2.2,-0.78,-0.62,-0.76,0,0.65,0.93,0.56,1.17,0.71,0.34
"Sh3glb2",-1.57,-0.68,-0.35,-1.88,0.23,0.37,0.76,0.72,1.12,0.49,0.8
"Tmem35b",-1.62,-0.98,-0.54,-1.53,0.78,0.18,0.79,0.85,1.16,0.33,0.58
"Bbs9",-1.47,-1,-0.65,-1.58,0.2,1,0.93,0.87,0.87,0.67,0.17
"Castor2",-1.68,-0.91,-0.65,-1.43,0.3,0.85,0.87,1.11,0.94,0.37,0.24
"Samd10",-1.6,-0.96,-0.94,-1.32,0.71,0.34,0.96,0.99,0.9,0.73,0.21
"Pald1",-1.43,-1.13,-0.96,-1.33,0.45,0.45,1.05,0.94,0.9,0.86,0.21
"Abhd5",-1.76,-0.79,-0.95,-1.31,0.42,0.94,0.73,0.91,0.63,0.86,0.33
"Cnst",-1.59,-0.72,-0.99,-1.4,0.35,0.61,0.74,1.36,0.8,0.68,0.16
"R3hdm2",-1.72,-0.5,-0.92,-1.2,0.57,-0.17,1.21,0.99,1.25,0.1,0.39
"Mapre3",-1.78,-0.39,-0.86,-1.11,0.39,0.34,0.94,1.12,1.5,-0.23,0.07
"Slc38a10",-2.07,-0.82,-0.6,-0.87,0.68,0.22,0.4,0.98,1.31,0.75,0.01
"Nudt18",-2.05,-0.84,-0.46,-0.89,0.33,0.1,0.97,1.01,1.37,0.25,0.21
"Alkbh7",-1.8,-0.88,-0.65,-1.22,0.41,0.62,0.21,1.15,1.34,0.33,0.5
"Ccdc12",-1.79,-1.04,-0.87,-0.95,0.48,0.78,0.63,0.63,1.48,0.24,0.4
"Ttll1",-1.83,-1.21,-0.6,-0.83,0.89,0.45,0.64,0.79,1.44,0.06,0.19
"Surf1",-2.03,-0.95,-0.91,-0.66,0.47,0.57,0.9,0.95,1.12,0.09,0.46
"Tle5",-1.83,-0.74,-0.98,-0.99,0.28,0.64,0.96,1.13,1.16,0.01,0.37
"Gba2",-1.61,-1.29,-0.79,-1.1,0.48,0.59,1.06,1.04,0.93,0.26,0.42
"Fam234b",-1.53,-1.35,-1.11,-0.85,0.43,0.4,0.99,1.12,0.93,0.4,0.56
"Slc25a39",-1.86,-0.97,-0.8,-0.86,0.06,0.55,1.25,1.29,0.65,0.26,0.43
"Lrch4",-1.74,-0.91,-0.88,-1.04,-0.08,0.28,1,1.14,1.17,0.55,0.49
"Ubald1",-1.7,-1.1,-1.1,-0.9,0.59,0.15,1.09,0.91,0.47,0.79,0.81
"Usf2",-1.56,-1.01,-1.04,-1.24,0.45,0.51,1.04,1.15,0.36,0.61,0.73
"Pik3r2",-1.52,-1.23,-0.88,-1.27,0.47,0.43,0.99,1.02,0.58,0.57,0.85
"1700037H04Rik",-2.12,-0.67,-0.75,-1.03,0.61,0.49,0.91,1.05,0.4,0.8,0.31
"2610507I01Rik",-1.87,-0.94,-1.05,-0.77,0.91,0.43,1.13,1.01,0.31,0.69,0.17
"Jkamp",-1.61,-0.31,-1.53,-1.06,0.74,0.55,1.08,0.45,0.64,1.11,-0.05
"Nudt1",-1.42,-0.51,-1.61,-1.21,0.34,0.87,0.7,0.62,0.88,1.01,0.34
"Marchf2",-1.78,-0.43,-1.53,-0.91,0.57,0.46,0.85,0.87,0.91,0.24,0.75
"Smim20",-1.74,-0.66,-1.51,-0.8,0.89,0.49,0.53,0.82,1.09,0.56,0.33
"Kiz",-1.67,-1,-1.4,-0.72,0.77,0.58,0.38,0.64,1.19,0.43,0.8
"AW209491",-1.59,-0.72,-1.42,-0.93,1.29,0.71,0.92,0.34,0.87,0.1,0.43
"Cdk5rap2",-1.45,-0.56,-1.45,-1.13,0.81,0.57,0.68,0.5,1.53,0.05,0.45
"Nipa1",-1.63,-0.54,-1.28,-0.74,0.33,0.53,0.9,0.7,1.07,-0.63,1.28
"Dynlt1f",-1.52,-0.23,-1.35,-1.1,0.71,0.38,1.09,0.9,0.87,-0.63,0.89
"Mospd3",-1.19,-0.66,-1.06,-1.23,-0.15,-0.11,0.89,1.17,1.5,-0.19,1.03
"Inpp5a",-1.66,-0.07,-0.94,-1.33,0.05,-0.32,0.86,0.75,1.11,0.18,1.38
"Ppcs",-1.04,-1,-1.32,-0.95,0.82,0.2,0.39,1.21,1.34,-0.55,0.91
"Map3k10",-0.42,-1.06,-1.55,-1.31,0.49,0.22,0.89,1.48,0.8,-0.3,0.76
"Phospho1",-0.93,-0.85,-1.44,-1.36,0.35,0.23,0.94,1.2,1.16,-0.12,0.81
"Ganc",-1.5,-1.06,-1.42,-0.78,0.26,0.98,0.84,0.78,0.56,0.18,1.15
"Gnb5",-1.18,-0.97,-1.36,-1.22,0.27,1.36,0.66,0.79,0.56,0.08,1
"Hacl1",-1.32,-0.72,-1.6,-0.82,0.82,1.22,0.87,0.69,0.45,-0.44,0.85
"Gm26569",-1.48,-0.28,-1.71,-0.98,0.44,1,0.58,1.15,0.42,-0.04,0.9
"Rnf169",-0.96,-0.61,-1.86,-0.67,0.81,0.63,0.07,0.91,0.16,-0.16,1.69
"Traf3ip1",-1.27,-1.02,-1.44,-0.59,0.22,0.51,0.53,0.85,0.6,-0.18,1.79
"Pon2",-1.68,-0.07,-0.56,-1.52,0.53,-0.88,0.91,0.85,0.96,0.69,0.76
"Gm45606",-1.38,-0.67,-0.75,-1.61,0.58,-0.4,0.91,1.31,0.85,0.48,0.68
"Slc35c1",-1.03,-0.38,-1.14,-1.19,0.75,-0.93,1.55,1.22,0.04,0.8,0.3
"Mon1a",-1.36,-0.09,-1.13,-1.49,0.97,-0.35,1.17,1.15,-0.09,0.91,0.31
"Xrcc1",-1.7,-0.18,-0.88,-1.29,1.26,-0.36,0.92,0.95,-0.2,0.75,0.74
"Aprt",-2.11,-0.77,-0.61,-0.74,1.33,-0.34,0.57,0.74,0.54,0.65,0.74
"Naxe",-1.91,-0.78,-1.34,-0.54,1.27,0.26,0.8,0.69,0.54,0.65,0.35
"Car9",-2.02,-0.92,-1.07,-0.39,1.37,0.4,0.49,0.74,0.07,0.8,0.54
