from	to
Ppy	Mtnr1a
Ppy	Npbwr1
Ppy	Npy2r
Ppy	Mtnr1b
Ppy	Cxcr3
Ppy	Agtr2
Ppy	Ccr3
Ppy	Ccr4
Ppy	Ccr5
Ppy	Ccr6
Ppy	Ccr8
Ppy	Ccr9
Ppy	Cxcr4
Ppy	Grm4
Ppy	P2ry14
Ppy	C3ar1
Ppy	Rxfp4
Ppy	Lpar1
Ppy	Mchr1
Ppy	Nmur2
Ppy	Hrh4
Ppy	Nmur1
Ppy	Lpar2
Ppy	Rxfp3
Ppy	Hrh3
Ppy	Ptgdr2
Npy	Htr1a
Npy	Fpr1
Npy	C5ar1
Npy	Cxcr1
Npy	Cxcr2
Npy	Fpr2
Npy	Ackr3
Npy	Htr1d
Npy	Htr1b
Npy	Bdkrb2
Npy	Sstr1
Npy	Sstr2
Npy	Htr1f
Npy	Sstr4
Npy	Ccr1
Npy	Ccr7
Npy	Cxcr5
Npy	Sstr3
Npy	Sstr5
Npy	Oprm1
Npy	Aplnr
Npy	Oprd1
Npy	Oprk1
Npy	Oprl1
Npy	Ccr2
Npy	Ccr10
Npy	Bdkrb1
Npy	Galr1
Npy	Htr5a
Npy	Mtnr1a
Npy	Npbwr1
Npy	Mtnr1b
Npy	Cxcr3
Npy	Agtr2
Npy	Ccr3
Npy	Ccr4
Npy	Ccr5
Npy	Ccr6
Npy	Ccr8
Npy	Ccr9
Npy	Cxcr4
Npy	Grm4
Npy	P2ry14
Npy	C3ar1
Npy	Rxfp4
Npy	Lpar1
Npy	Mchr1
Npy	Nmur2
Npy	Hrh4
Npy	Nmur1
Npy	Lpar2
Npy	Rxfp3
Npy	Hrh3
Npy	Ptgdr2
Gast	Tacr2
Gast	Ednrb
Gast	Fpr2
Gast	Ednra
Gast	Tacr1
Gast	F2r
Gast	Htr2a
Gast	Htr2c
Gast	Nmbr
Gast	Tacr3
Gast	Bdkrb2
Gast	Grpr
Gast	Agtr1a
Gast	Oxtr
Gast	Gnrhr
Gast	Ntsr1
Gast	Trhr
Gast	Hrh1
Gast	Avpr1a
Gast	Htr2b
Gast	Xcr1
Gast	Bdkrb1
Gast	Gcgr
Gast	Avpr1b
Gast	F2rl1
Gast	Npsr1
Gast	Prokr2
Gast	Prokr1
Gast	Lpar1
Gast	Ghsr
Gast	Kiss1r
Gast	Qrfpr
Gast	F2rl3
Gast	Lpar4
Gast	Mchr1
Gast	Nmur2
Gast	Npffr1
Gast	Nmur1
Gast	Lpar2
Gast	Uts2r
Gast	Npffr2
Lta	Traf2
Tnf	Fas
Tnf	Flt4
Apoe	Sdc1
Apoe	Sdc4
Apoe	Sdc2
Apoe	Gpc1
Apoe	Tyro3
Fga	Itgad
Fn1	Tfrc
Fn1	Rpsa
Fn1	Igf2r
Fn1	Ddr1
Ppbp	Htr1a
Ppbp	Fpr1
Ppbp	C5ar1
Ppbp	Fpr2
Ppbp	Ackr3
Ppbp	Npy1r
Ppbp	Htr1d
Ppbp	Htr1b
Ppbp	Bdkrb2
Ppbp	Sstr1
Ppbp	Sstr2
Ppbp	Htr1f
Ppbp	Sstr4
Ppbp	Ccr1
Ppbp	Ccr7
Ppbp	Cxcr5
Ppbp	Sstr3
Ppbp	Sstr5
Ppbp	Oprm1
Ppbp	Aplnr
Ppbp	Oprd1
Ppbp	Oprk1
Ppbp	Oprl1
Ppbp	Ccr2
Ppbp	Ccr10
Ppbp	Bdkrb1
Ppbp	Galr1
Ppbp	Htr5a
Ppbp	Mtnr1a
Ppbp	Npbwr1
Ppbp	Npy2r
Ppbp	Mtnr1b
Ppbp	Cxcr3
Ppbp	Agtr2
Ppbp	Npy4r
Ppbp	Ccr3
Ppbp	Ccr4
Ppbp	Ccr5
Ppbp	Ccr6
Ppbp	Ccr8
Ppbp	Ccr9
Ppbp	Cxcr4
Ppbp	Grm4
Ppbp	P2ry14
Ppbp	Npy5r
Ppbp	C3ar1
Ppbp	Rxfp4
Ppbp	Lpar1
Ppbp	Mchr1
Ppbp	Nmur2
Ppbp	Hrh4
Ppbp	Nmur1
Ppbp	Lpar2
Ppbp	Rxfp3
Ppbp	Hrh3
Ppbp	Ptgdr2
Pf4	Htr1a
Pf4	Fpr1
Pf4	C5ar1
Pf4	Cxcr1
Pf4	Cxcr2
Pf4	Fpr2
Pf4	Ackr3
Pf4	Npy1r
Pf4	Htr1d
Pf4	Htr1b
Pf4	Bdkrb2
Pf4	Sstr1
Pf4	Sstr2
Pf4	Htr1f
Pf4	Sstr4
Pf4	Ccr1
Pf4	Ccr7
Pf4	Cxcr5
Pf4	Sstr3
Pf4	Sstr5
Pf4	Oprm1
Pf4	Aplnr
Pf4	Oprd1
Pf4	Oprk1
Pf4	Oprl1
Pf4	Ccr2
Pf4	Ccr10
Pf4	Bdkrb1
Pf4	Galr1
Pf4	Htr5a
Pf4	Mtnr1a
Pf4	Npbwr1
Pf4	Npy2r
Pf4	Mtnr1b
Pf4	Agtr2
Pf4	Npy4r
Pf4	Ccr3
Pf4	Ccr4
Pf4	Ccr5
Pf4	Ccr6
Pf4	Ccr8
Pf4	Ccr9
Pf4	Cxcr4
Pf4	Grm4
Pf4	P2ry14
Pf4	Npy5r
Pf4	C3ar1
Pf4	Rxfp4
Pf4	Lpar1
Pf4	Mchr1
Pf4	Nmur2
Pf4	Hrh4
Pf4	Nmur1
Pf4	Lpar2
Pf4	Rxfp3
Pf4	Hrh3
Pf4	Ptgdr2
Cxcl10	Htr1a
Cxcl10	Fpr1
Cxcl10	C5ar1
Cxcl10	Cxcr1
Cxcl10	Cxcr2
Cxcl10	Fpr2
Cxcl10	Ackr3
Cxcl10	Npy1r
Cxcl10	Htr1d
Cxcl10	Htr1b
Cxcl10	Bdkrb2
Cxcl10	Sstr1
Cxcl10	Sstr2
Cxcl10	Htr1f
Cxcl10	Sstr4
Cxcl10	Ccr1
Cxcl10	Ccr7
Cxcl10	Cxcr5
Cxcl10	Sstr3
Cxcl10	Sstr5
Cxcl10	Oprm1
Cxcl10	Aplnr
Cxcl10	Oprd1
Cxcl10	Oprk1
Cxcl10	Oprl1
Cxcl10	Ccr2
Cxcl10	Ccr10
Cxcl10	Bdkrb1
Cxcl10	Galr1
Cxcl10	Htr5a
Cxcl10	Mtnr1a
Cxcl10	Npbwr1
Cxcl10	Npy2r
Cxcl10	Mtnr1b
Cxcl10	Agtr2
Cxcl10	Npy4r
Cxcl10	Ccr4
Cxcl10	Ccr5
Cxcl10	Ccr6
Cxcl10	Ccr8
Cxcl10	Ccr9
Cxcl10	Cxcr4
Cxcl10	Grm4
Cxcl10	P2ry14
Cxcl10	Npy5r
Cxcl10	C3ar1
Cxcl10	Rxfp4
Cxcl10	Lpar1
Cxcl10	Mchr1
Cxcl10	Nmur2
Cxcl10	Hrh4
Cxcl10	Nmur1
Cxcl10	Lpar2
Cxcl10	Rxfp3
Cxcl10	Hrh3
Cxcl10	Ptgdr2
Trf	Igf2r
Trf	Avpr2
Trf	Lrp2
Trf	Fzd4
Ltf	Ntrk1
Vtn	Sdc1
Vtn	Sdc4
Vtn	Sdc2
Proc	F2r
Anxa1	Htr1a
Anxa1	Tacr2
Anxa1	C5ar1
Anxa1	Ednrb
Anxa1	Cxcr1
Anxa1	Cxcr2
Anxa1	Ednra
Anxa1	Tacr1
Anxa1	Ackr3
Anxa1	F2r
Anxa1	Npy1r
Anxa1	Htr1d
Anxa1	Htr1b
Anxa1	Htr2a
Anxa1	Htr2c
Anxa1	Nmbr
Anxa1	Tacr3
Anxa1	Bdkrb2
Anxa1	Grpr
Anxa1	Agtr1a
Anxa1	Oxtr
Anxa1	Sstr1
Anxa1	Sstr2
Anxa1	Htr1f
Anxa1	Gnrhr
Anxa1	Ntsr1
Anxa1	Sstr4
Anxa1	Cckar
Anxa1	Cckbr
Anxa1	Ccr1
Anxa1	Ccr7
Anxa1	Cxcr5
Anxa1	Sstr3
Anxa1	Trhr
Anxa1	Sstr5
Anxa1	Hrh1
Anxa1	Oprm1
Anxa1	Aplnr
Anxa1	Bmpr1a
Anxa1	Avpr1a
Anxa1	Oprd1
Anxa1	Oprk1
Anxa1	Oprl1
Anxa1	Htr2b
Anxa1	Ccr2
Anxa1	Ccr10
Anxa1	Xcr1
Anxa1	Bdkrb1
Anxa1	Galr1
Anxa1	Gcgr
Anxa1	Htr5a
Anxa1	Avpr1b
Anxa1	Mtnr1a
Anxa1	Npbwr1
Anxa1	Npy2r
Anxa1	Mtnr1b
Anxa1	Cxcr3
Anxa1	Agtr2
Anxa1	Npy4r
Anxa1	Ccr3
Anxa1	Ccr4
Anxa1	Ccr5
Anxa1	Ccr6
Anxa1	Ccr8
Anxa1	Ccr9
Anxa1	F2rl1
Anxa1	Cxcr4
Anxa1	Grm4
Anxa1	P2ry14
Anxa1	Npy5r
Anxa1	C3ar1
Anxa1	Npsr1
Anxa1	Prokr2
Anxa1	Prokr1
Anxa1	Rxfp4
Anxa1	Lpar1
Anxa1	Ghsr
Anxa1	Kiss1r
Anxa1	Qrfpr
Anxa1	F2rl3
Anxa1	Lpar4
Anxa1	Mchr1
Anxa1	Nmur2
Anxa1	Npffr1
Anxa1	Hrh4
Anxa1	Nmur1
Anxa1	Lpar2
Anxa1	Rxfp3
Anxa1	Uts2r
Anxa1	Hrh3
Anxa1	Npffr2
Anxa1	Ptgdr2
Apob	Igf2r
Apob	Cd36
Apob	Sdc1
Apob	Avpr2
Apob	Sdc4
Apob	Sdc2
Apob	Gpc1
Apob	Vldlr
Apob	Lrp1
Apob	Lrp8
Apob	Scarf1
Apob	P2ry14
Apob	Scarb1
Apob	Fzd4
Csf2	Il5ra
Vwf	Itgb5
H2-Bl	Ntrk1
H2-Bl	Erbb3
H2-Bl	Bmpr1a
H2-Bl	Ptch1
H2-Bl	Il20rb
Wnt1	Fzd5
Wnt1	Fzd2
Wnt1	Fzd4
App	Igf1r
App	Htr1a
App	Alox5
App	Cd36
App	Tacr2
App	Fpr1
App	C5ar1
App	Fgfr2
App	Itga6
App	Ednrb
App	Cxcr1
App	Cxcr2
App	Ednra
App	Tacr1
App	Ackr3
App	F2r
App	Npy1r
App	Cntfr
App	Htr1d
App	Htr1b
App	Htr2a
App	Htr2c
App	Nmbr
App	Epha2
App	Tacr3
App	Bdkrb2
App	Grpr
App	Agtr1a
App	Oxtr
App	Sstr1
App	Sstr2
App	Htr1f
App	Gnrhr
App	Ntsr1
App	Sstr4
App	Cckar
App	Cckbr
App	Ccr1
App	Ccr7
App	Cxcr5
App	Sstr3
App	Trhr
App	Sstr5
App	Hrh1
App	Oprm1
App	Aplnr
App	Avpr1a
App	Oprd1
App	Oprk1
App	Oprl1
App	Vipr2
App	Htr2b
App	Ccr2
App	Ccr10
App	Xcr1
App	Notch1
App	Bdkrb1
App	Galr1
App	Gcgr
App	Htr5a
App	Avpr1b
App	Mtnr1a
App	Npbwr1
App	Npy2r
App	Mtnr1b
App	Cxcr3
App	Agtr2
App	Npy4r
App	Ccr3
App	Ccr4
App	Ccr5
App	Ccr6
App	Ccr8
App	Ccr9
App	Pde1a
App	Ephb4
App	F2rl1
App	Cxcr4
App	Lrp2
App	Tek
App	Crhr2
App	Grm4
App	P2ry14
App	Npy5r
App	Ntrk3
App	C3ar1
App	Npsr1
App	Prokr2
App	Rxfp4
App	Lpar1
App	Sorl1
App	Nrcam
App	Ghsr
App	Tnfrsf14
App	Kiss1r
App	Lingo1
App	Robo3
App	Qrfpr
App	F2rl3
App	Lpar4
App	Mchr1
App	Nmur2
App	Npffr1
App	Hrh4
App	Nmur1
App	Lpar2
App	Rxfp3
App	Uts2r
App	Hrh3
App	Npffr2
App	Ptgdr2
Il5	Csf2ra
Il5	Il3ra
Serpine1	Plaur
Fgf1	Tgfbr3
Il6	Cntfr
Il6	Lifr
Edn1	Tacr2
Edn1	Fpr2
Edn1	Tacr1
Edn1	F2r
Edn1	Htr2a
Edn1	Htr2c
Edn1	Nmbr
Edn1	Tacr3
Edn1	Bdkrb2
Edn1	Grpr
Edn1	Agtr1a
Edn1	Oxtr
Edn1	Gnrhr
Edn1	Ntsr1
Edn1	Cckar
Edn1	Cckbr
Edn1	Trhr
Edn1	Hrh1
Edn1	Avpr1a
Edn1	Htr2b
Edn1	Xcr1
Edn1	Bdkrb1
Edn1	Gcgr
Edn1	Avpr1b
Edn1	F2rl1
Edn1	Npsr1
Edn1	Prokr2
Edn1	Prokr1
Edn1	Lpar1
Edn1	Ghsr
Edn1	Kiss1r
Edn1	Qrfpr
Edn1	F2rl3
Edn1	Lpar4
Edn1	Mchr1
Edn1	Nmur2
Edn1	Npffr1
Edn1	Nmur1
Edn1	Lpar2
Edn1	Uts2r
Edn1	Npffr2
Cck	Tacr2
Cck	Ednrb
Cck	Fpr2
Cck	Ednra
Cck	Tacr1
Cck	F2r
Cck	Htr2a
Cck	Htr2c
Cck	Nmbr
Cck	Tacr3
Cck	Bdkrb2
Cck	Grpr
Cck	Agtr1a
Cck	Oxtr
Cck	Gnrhr
Cck	Ntsr1
Cck	Trhr
Cck	Hrh1
Cck	Avpr1a
Cck	Htr2b
Cck	Xcr1
Cck	Bdkrb1
Cck	Gcgr
Cck	Avpr1b
Cck	F2rl1
Cck	Npsr1
Cck	Prokr2
Cck	Prokr1
Cck	Lpar1
Cck	Ghsr
Cck	Kiss1r
Cck	Qrfpr
Cck	F2rl3
Cck	Lpar4
Cck	Mchr1
Cck	Nmur2
Cck	Npffr1
Cck	Nmur1
Cck	Lpar2
Cck	Uts2r
Cck	Npffr2
Crh	Tshr
Crh	Lhcgr
Crh	Fshr
Crh	Hrh2
Crh	Avpr2
Crh	Calcr
Crh	Vipr1
Crh	Mc4r
Crh	Mc5r
Crh	Htr7
Crh	Adcyap1r1
Crh	Vipr2
Crh	Mc3r
Crh	Glp1r
Crh	Gcgr
Crh	Sctr
Crh	Gipr
Crh	Pth2r
Crh	Htr6
Crh	Mc1r
Crh	Ghrhr
Crh	Pth1r
Crh	Htr4
Crh	Calcrl
Crh	Npsr1
Crh	Rxfp2
Crh	Rxfp1
Pros1	Mertk
Grp	Tacr2
Grp	Ednrb
Grp	Fpr2
Grp	Ednra
Grp	Tacr1
Grp	F2r
Grp	Htr2a
Grp	Htr2c
Grp	Tacr3
Grp	Bdkrb2
Grp	Agtr1a
Grp	Oxtr
Grp	Gnrhr
Grp	Ntsr1
Grp	Cckar
Grp	Cckbr
Grp	Trhr
Grp	Hrh1
Grp	Avpr1a
Grp	Htr2b
Grp	Xcr1
Grp	Bdkrb1
Grp	Gcgr
Grp	Avpr1b
Grp	F2rl1
Grp	Npsr1
Grp	Prokr2
Grp	Prokr1
Grp	Lpar1
Grp	Ghsr
Grp	Kiss1r
Grp	Qrfpr
Grp	F2rl3
Grp	Lpar4
Grp	Mchr1
Grp	Nmur2
Grp	Npffr1
Grp	Nmur1
Grp	Lpar2
Grp	Uts2r
Grp	Npffr2
Psap	Sort1
Lamb1	Itgb4
Lamb1	Itga2
Lamb1	Itga3
Lamb1	Itga1
Lamb1	Itga7
Lamb1	Dag1
Thbs1	Itga2b
Thbs1	Itga3
Thbs1	Calcr
Thbs1	Lrp2
Inhba	Acvrl1
Inhba	Acvr1c
Nmb	Tacr2
Nmb	Ednrb
Nmb	Fpr2
Nmb	Ednra
Nmb	Tacr1
Nmb	F2r
Nmb	Htr2a
Nmb	Htr2c
Nmb	Tacr3
Nmb	Bdkrb2
Nmb	Agtr1a
Nmb	Oxtr
Nmb	Gnrhr
Nmb	Ntsr1
Nmb	Cckar
Nmb	Cckbr
Nmb	Trhr
Nmb	Hrh1
Nmb	Avpr1a
Nmb	Htr2b
Nmb	Xcr1
Nmb	Bdkrb1
Nmb	Gcgr
Nmb	Avpr1b
Nmb	F2rl1
Nmb	Npsr1
Nmb	Prokr2
Nmb	Prokr1
Nmb	Lpar1
Nmb	Ghsr
Nmb	Kiss1r
Nmb	Qrfpr
Nmb	F2rl3
Nmb	Lpar4
Nmb	Mchr1
Nmb	Nmur2
Nmb	Npffr1
Nmb	Nmur1
Nmb	Lpar2
Nmb	Uts2r
Nmb	Npffr2
Gip	Tshr
Gip	Lhcgr
Gip	Fshr
Gip	Hrh2
Gip	Avpr2
Gip	Calcr
Gip	Vipr1
Gip	Mc4r
Gip	Mc5r
Gip	Htr7
Gip	Crhr1
Gip	Adcyap1r1
Gip	Vipr2
Gip	Mc3r
Gip	Glp1r
Gip	Gcgr
Gip	Sctr
Gip	Pth2r
Gip	Htr6
Gip	Mc2r
Gip	Mc1r
Gip	Ghrhr
Gip	Pth1r
Gip	Crhr2
Gip	Htr4
Gip	Calcrl
Gip	Npsr1
Gip	Rxfp2
Gip	Rxfp1
Sct	Tshr
Sct	Lhcgr
Sct	Fshr
Sct	Hrh2
Sct	Avpr2
Sct	Calcr
Sct	Mc4r
Sct	Mc5r
Sct	Htr7
Sct	Crhr1
Sct	Mc3r
Sct	Glp1r
Sct	Gcgr
Sct	Gipr
Sct	Pth2r
Sct	Htr6
Sct	Mc2r
Sct	Mc1r
Sct	Ghrhr
Sct	Pth1r
Sct	Crhr2
Sct	Htr4
Sct	Calcrl
Sct	Npsr1
Sct	Rxfp2
Sct	Rxfp1
Nps	Tshr
Nps	Tacr2
Nps	Lhcgr
Nps	Fshr
Nps	Ednrb
Nps	Hrh2
Nps	Fpr2
Nps	Ednra
Nps	Tacr1
Nps	F2r
Nps	Htr2a
Nps	Htr2c
Nps	Nmbr
Nps	Tacr3
Nps	Bdkrb2
Nps	Avpr2
Nps	Grpr
Nps	Agtr1a
Nps	Oxtr
Nps	Gnrhr
Nps	Calcr
Nps	Ntsr1
Nps	Cckar
Nps	Cckbr
Nps	Vipr1
Nps	Mc4r
Nps	Mc5r
Nps	Htr7
Nps	Trhr
Nps	Crhr1
Nps	Hrh1
Nps	Avpr1a
Nps	Adcyap1r1
Nps	Vipr2
Nps	Htr2b
Nps	Mc3r
Nps	Glp1r
Nps	Xcr1
Nps	Bdkrb1
Nps	Gcgr
Nps	Sctr
Nps	Avpr1b
Nps	Gipr
Nps	Pth2r
Nps	Htr6
Nps	F2rl1
Nps	Mc2r
Nps	Mc1r
Nps	Ghrhr
Nps	Pth1r
Nps	Crhr2
Nps	Htr4
Nps	Calcrl
Nps	Prokr2
Nps	Prokr1
Nps	Rxfp2
Nps	Lpar1
Nps	Ghsr
Nps	Kiss1r
Nps	Qrfpr
Nps	F2rl3
Nps	Lpar4
Nps	Mchr1
Nps	Nmur2
Nps	Npffr1
Nps	Nmur1
Nps	Lpar2
Nps	Rxfp1
Nps	Uts2r
Nps	Npffr2
Saa1	Tacr2
Saa1	C5ar1
Saa1	Ednrb
Saa1	Cxcr1
Saa1	Cxcr2
Saa1	Ednra
Saa1	Tacr1
Saa1	Ackr3
Saa1	F2r
Saa1	Npy1r
Saa1	Htr1d
Saa1	Htr1b
Saa1	Htr2a
Saa1	Htr2c
Saa1	Nmbr
Saa1	Tacr3
Saa1	Bdkrb2
Saa1	Grpr
Saa1	Agtr1a
Saa1	Oxtr
Saa1	Sstr1
Saa1	Sstr2
Saa1	Htr1f
Saa1	Gnrhr
Saa1	Ntsr1
Saa1	Sstr4
Saa1	Cckar
Saa1	Cckbr
Saa1	Ccr1
Saa1	Ccr7
Saa1	Cxcr5
Saa1	Sstr3
Saa1	Trhr
Saa1	Sstr5
Saa1	Hrh1
Saa1	Oprm1
Saa1	Aplnr
Saa1	Avpr1a
Saa1	Oprd1
Saa1	Oprk1
Saa1	Oprl1
Saa1	Htr2b
Saa1	Ccr2
Saa1	Ccr10
Saa1	Xcr1
Saa1	Bdkrb1
Saa1	Galr1
Saa1	Gcgr
Saa1	Htr5a
Saa1	Avpr1b
Saa1	Mtnr1a
Saa1	Npbwr1
Saa1	Npy2r
Saa1	Mtnr1b
Saa1	Cxcr3
Saa1	Agtr2
Saa1	Npy4r
Saa1	Ccr3
Saa1	Ccr4
Saa1	Ccr5
Saa1	Ccr6
Saa1	Ccr8
Saa1	Ccr9
Saa1	F2rl1
Saa1	Cxcr4
Saa1	Grm4
Saa1	P2ry14
Saa1	Npy5r
Saa1	C3ar1
Saa1	Npsr1
Saa1	Prokr2
Saa1	Prokr1
Saa1	Rxfp4
Saa1	Scarb1
Saa1	Lpar1
Saa1	Ghsr
Saa1	Kiss1r
Saa1	Qrfpr
Saa1	F2rl3
Saa1	Lpar4
Saa1	Mchr1
Saa1	Nmur2
Saa1	Npffr1
Saa1	Hrh4
Saa1	Nmur1
Saa1	Lpar2
Saa1	Rxfp3
Saa1	Uts2r
Saa1	Hrh3
Saa1	Npffr2
Saa1	Ptgdr2
Pyy	Fpr1
Pyy	C5ar1
Pyy	Cxcr1
Pyy	Cxcr2
Pyy	Fpr2
Pyy	Ackr3
Pyy	Htr1d
Pyy	Htr1b
Pyy	Bdkrb2
Pyy	Sstr1
Pyy	Sstr2
Pyy	Htr1f
Pyy	Sstr4
Pyy	Ccr1
Pyy	Ccr7
Pyy	Cxcr5
Pyy	Sstr3
Pyy	Sstr5
Pyy	Oprm1
Pyy	Aplnr
Pyy	Oprd1
Pyy	Oprk1
Pyy	Oprl1
Pyy	Ccr2
Pyy	Ccr10
Pyy	Bdkrb1
Pyy	Galr1
Pyy	Htr5a
Pyy	Mtnr1a
Pyy	Npbwr1
Pyy	Mtnr1b
Pyy	Cxcr3
Pyy	Agtr2
Pyy	Ccr3
Pyy	Ccr4
Pyy	Ccr5
Pyy	Ccr6
Pyy	Ccr8
Pyy	Ccr9
Pyy	Cxcr4
Pyy	Grm4
Pyy	P2ry14
Pyy	C3ar1
Pyy	Rxfp4
Pyy	Lpar1
Pyy	Mchr1
Pyy	Nmur2
Pyy	Hrh4
Pyy	Nmur1
Pyy	Lpar2
Pyy	Rxfp3
Pyy	Hrh3
Pyy	Ptgdr2
Calcb	Tshr
Calcb	Lhcgr
Calcb	Fshr
Calcb	Hrh2
Calcb	Avpr2
Calcb	Vipr1
Calcb	Mc4r
Calcb	Mc5r
Calcb	Htr7
Calcb	Crhr1
Calcb	Adcyap1r1
Calcb	Vipr2
Calcb	Mc3r
Calcb	Glp1r
Calcb	Gcgr
Calcb	Sctr
Calcb	Gipr
Calcb	Pth2r
Calcb	Htr6
Calcb	Mc2r
Calcb	Mc1r
Calcb	Ghrhr
Calcb	Pth1r
Calcb	Crhr2
Calcb	Htr4
Calcb	Npsr1
Calcb	Rxfp2
Calcb	Rxfp1
Gzmb	Notch2
Gzmb	Notch3
Spp1	Itga8
Spp1	Ncstn
Tgfb3	Itgb5
Tgfb3	Itgb6
Tgfb3	Itgb8
Tfpi	F3
Iapp	Tshr
Iapp	Lhcgr
Iapp	Fshr
Iapp	Hrh2
Iapp	Avpr2
Iapp	Vipr1
Iapp	Mc4r
Iapp	Mc5r
Iapp	Htr7
Iapp	Crhr1
Iapp	Adcyap1r1
Iapp	Vipr2
Iapp	Mc3r
Iapp	Glp1r
Iapp	Gcgr
Iapp	Sctr
Iapp	Gipr
Iapp	Pth2r
Iapp	Htr6
Iapp	Mc2r
Iapp	Mc1r
Iapp	Ghrhr
Iapp	Pth1r
Iapp	Crhr2
Iapp	Htr4
Iapp	Calcrl
Iapp	Npsr1
Iapp	Rxfp2
Iapp	Rxfp1
Pthlh	Tshr
Pthlh	Lhcgr
Pthlh	Fshr
Pthlh	Hrh2
Pthlh	Avpr2
Pthlh	Calcr
Pthlh	Vipr1
Pthlh	Mc4r
Pthlh	Mc5r
Pthlh	Htr7
Pthlh	Crhr1
Pthlh	Adcyap1r1
Pthlh	Vipr2
Pthlh	Mc3r
Pthlh	Glp1r
Pthlh	Gcgr
Pthlh	Sctr
Pthlh	Gipr
Pthlh	Htr6
Pthlh	Mc2r
Pthlh	Mc1r
Pthlh	Ghrhr
Pthlh	Crhr2
Pthlh	Htr4
Pthlh	Calcrl
Pthlh	Npsr1
Pthlh	Rxfp2
Pthlh	Rxfp1
Bmp2	Fgfr2
Bmp2	Fgfr4
Bmp2	Fgfr3
Bmp2	Neo1
Bmp4	Fgfr2
Bmp4	Fgfr4
Bmp4	Fgfr3
Tdgf1	Acvr2b
Ccl5	Fpr1
Ccl5	C5ar1
Ccl5	Cxcr1
Ccl5	Cxcr2
Ccl5	Fpr2
Ccl5	Ackr3
Ccl5	Npy1r
Ccl5	Htr1d
Ccl5	Htr1b
Ccl5	Bdkrb2
Ccl5	Sstr1
Ccl5	Sstr2
Ccl5	Htr1f
Ccl5	Sstr4
Ccl5	Ccr7
Ccl5	Sstr3
Ccl5	Sstr5
Ccl5	Oprm1
Ccl5	Aplnr
Ccl5	Oprd1
Ccl5	Oprk1
Ccl5	Oprl1
Ccl5	Ccr2
Ccl5	Ccr10
Ccl5	Bdkrb1
Ccl5	Galr1
Ccl5	Htr5a
Ccl5	Mtnr1a
Ccl5	Npbwr1
Ccl5	Npy2r
Ccl5	Mtnr1b
Ccl5	Agtr2
Ccl5	Npy4r
Ccl5	Ccr6
Ccl5	Ccr8
Ccl5	Ccr9
Ccl5	Cxcr4
Ccl5	Grm4
Ccl5	P2ry14
Ccl5	Npy5r
Ccl5	C3ar1
Ccl5	Rxfp4
Ccl5	Lpar1
Ccl5	Mchr1
Ccl5	Nmur2
Ccl5	Hrh4
Ccl5	Nmur1
Ccl5	Lpar2
Ccl5	Rxfp3
Ccl5	Hrh3
Ccl5	Ptgdr2
H2-T23	Itga6
H2-T23	Klrk1
H2-T23	Plxna3
H2-T23	Ephb4
Edn3	Tacr2
Edn3	Fpr2
Edn3	Tacr1
Edn3	F2r
Edn3	Htr2a
Edn3	Htr2c
Edn3	Nmbr
Edn3	Tacr3
Edn3	Bdkrb2
Edn3	Grpr
Edn3	Agtr1a
Edn3	Oxtr
Edn3	Gnrhr
Edn3	Ntsr1
Edn3	Cckar
Edn3	Cckbr
Edn3	Trhr
Edn3	Hrh1
Edn3	Avpr1a
Edn3	Htr2b
Edn3	Xcr1
Edn3	Bdkrb1
Edn3	Gcgr
Edn3	Avpr1b
Edn3	F2rl1
Edn3	Npsr1
Edn3	Prokr2
Edn3	Prokr1
Edn3	Lpar1
Edn3	Ghsr
Edn3	Kiss1r
Edn3	Qrfpr
Edn3	F2rl3
Edn3	Lpar4
Edn3	Mchr1
Edn3	Nmur2
Edn3	Npffr1
Edn3	Nmur1
Edn3	Lpar2
Edn3	Uts2r
Edn3	Npffr2
Hgf	Cd44
Nid1	Notch1
Nid1	Notch2
Nid1	Notch3
Hsp90b1	Bmpr1a
Hsp90b1	Amfr
Lif	Cntfr
Pvr	Tnfrsf12a
Vegfa	Pdgfra
Vegfa	Axl
Vegfa	Flt4
Adcyap1	Lhcgr
Adcyap1	Fshr
Adcyap1	Hrh2
Adcyap1	Avpr2
Adcyap1	Calcr
Adcyap1	Mc4r
Adcyap1	Mc5r
Adcyap1	Htr7
Adcyap1	Crhr1
Adcyap1	Mc3r
Adcyap1	Glp1r
Adcyap1	Gcgr
Adcyap1	Gipr
Adcyap1	Pth2r
Adcyap1	Htr6
Adcyap1	Mc2r
Adcyap1	Mc1r
Adcyap1	Ghrhr
Adcyap1	Pth1r
Adcyap1	Crhr2
Adcyap1	Htr4
Adcyap1	Calcrl
Adcyap1	Ntrk2
Adcyap1	Npsr1
Adcyap1	Rxfp2
Adcyap1	Rxfp1
Cxcl1	Fpr1
Cxcl1	C5ar1
Cxcl1	Fpr2
Cxcl1	Ackr3
Cxcl1	Npy1r
Cxcl1	Htr1d
Cxcl1	Htr1b
Cxcl1	Bdkrb2
Cxcl1	Sstr1
Cxcl1	Sstr2
Cxcl1	Htr1f
Cxcl1	Sstr4
Cxcl1	Ccr1
Cxcl1	Ccr7
Cxcl1	Cxcr5
Cxcl1	Sstr3
Cxcl1	Sstr5
Cxcl1	Oprm1
Cxcl1	Aplnr
Cxcl1	Oprd1
Cxcl1	Oprk1
